_doc_id,_title,_year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic
543,RISK FACTORS FOR ANTERIOR CRUCIATE LIGAMENT INJURY IN FEMALE FOOTBALL PLAYERS,2016,0.9844689377793693,0.0031005862550425815,0.003102773755126149,0.003096592931347479,0.003124050644322809,0.0031070586347915837,0
544,Complex Preparation of Players 9-10 Years,2016,0.0012954353075847612,0.0012990222561485756,0.0012955167955517174,0.0012948897558601154,0.0012992933297151295,0.9935158425551397,5
545,Mechanism of Anterior Cruciate Ligament Injury in Female Soccer Players,2016,0.8756106802648727,0.016979787263389702,0.001042841608890818,0.0010385426335735046,0.10428117357627684,0.0010469746529966724,0
546,"All-Inside, All-Epiphyseal Anterior Cruciate Ligament Reconstruction in Skeletally Immature Athletes: Return to Sport, Incidence of Second Surgery, and 2-Year Clinical Outcomes",2016,0.0572352050534893,0.0008880066967014347,0.0008887692432140332,0.000886369509746479,0.939216228624953,0.0008854208718957234,4
547,Game Profile–Based Training in Soccer: A New Field Approach,2016,0.0011821246387068015,0.0011860854424651924,0.001181412369865769,0.0011775748264471406,0.9940889841957189,0.001183818526796143,4
548,Toe-in Landing Increases the Ankle Inversion Angle and Moment During Single-Leg Landing: Implications in the Prevention of Lateral Ankle Sprains,2016,0.6201478716617544,0.37506127581567233,0.0011932188176120638,0.0011962078030370673,0.0012074889133528322,0.0011939369885710198,0
549,Effects of a Novel Neurodynamic Tension Technique on Muscle Extensibility and Stretch Tolerance: A Counterbalanced Crossover Study,2016,0.0010689627614881233,0.0010705255956903273,0.0010661986425762261,0.0010655292645461421,0.9946611077410309,0.0010676759946683114,4
550,Rehabilitation of hamstring muscle injuries: a literature review,2016,0.0012153704392208829,0.0012145508753613498,0.0012181772416385898,0.0012100338350665165,0.9939284346578104,0.0012134329509022276,4
551,Assessing the Effectiveness of the Functional Movement Screen in Predicting Noncontact Injury Rates in Soccer Players,2016,0.16057163716104358,0.0010314762211297726,0.0010284368575944386,0.001025483287886633,0.8353111857451584,0.0010317807271871605,4
552,No Effect of Generalized Joint Hypermobility on Injury Risk in Elite Female Soccer Players: A Prospective Cohort Study,2016,0.3383197101175891,0.6571462643385035,0.0011343947394672636,0.0011286776118548775,0.0011365566514405447,0.0011343965411447516,1
553,Subjective well-being and training load predict in-season injury and illness risk in female youth soccer players,2016,0.2413407734453847,0.0011861569903593092,0.7539260657609376,0.0011764387366448535,0.0011857295260937915,0.0011848355405797834,2
