_doc_id,_title,_year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic
0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,2022,0.0013257379555441811,0.39731739486381557,0.0013229612167389082,0.5973946761582555,0.0013211878130181339,0.0013180419926277162,3
1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",2022,0.001218624143441056,0.001213891606514612,0.0012161089554004094,0.0012191611864261127,0.0012198369665836336,0.9939123771416342,5
2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,2022,0.7539415044552384,0.24096632055200015,0.0012721161608697969,0.0012750115278724102,0.0012734475654459774,0.0012715997385731382,0
3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",2022,0.0008507698289450896,0.0008492067558987523,0.000849040654952725,0.0008501766468526952,0.9957492504659449,0.0008515556474058202,4
4,Sport-related concussion attitudes and knowledge in elite English female footballers,2022,0.001399044275540868,0.9930163598270595,0.0013970382914299797,0.0013966822897959485,0.0013965306260808226,0.0013943446900928694,1
5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,2022,0.0012827825590999774,0.0012854465815253311,0.0012769122310993402,0.0012840932375929816,0.617454483683333,0.3774162817073493,4
6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",2022,0.6686743164619549,0.0011424346015055055,0.0011370694605477103,0.0011409275119748537,0.0011408071832471197,0.3267644447807699,0
7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,2022,0.0009763140703223296,0.0009731943674503861,0.0009729642974724674,0.8952412143297245,0.0009769522803167625,0.10085936065471364,3
8,Sport and non-specific low back pain in athletes: a scoping review,2022,0.5081426976881341,0.0009823395362473031,0.0009782775826095169,0.2801016408318232,0.20881212254697598,0.0009829218142097683,0
9,Hamstring Rehabilitation Scholarship,2022,0.957785561412667,0.03802201010558452,0.0010455902172816095,0.001047473973683642,0.0010480962050566137,0.0010512680857263851,0
10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,2022,0.0006785550127534105,0.0006796535056095445,0.0006780389473002239,0.9966036077225703,0.0006810139053702192,0.0006791309063961651,3
11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,2022,0.001502300220087898,0.00150819608060503,0.001496614352997971,0.0014985926175221874,0.992495220931016,0.0014990757977708612,4
12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,2022,0.0010939507468200752,0.0010958556018131741,0.001093369055815031,0.0010963133871980597,0.9945261576876802,0.0010943535206736075,4
13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,2022,0.4859456334275664,0.0012150259580853923,0.0012166666862401597,0.5091855132983476,0.0012230458428413127,0.0012141147869190868,3
