year,doc_id,title,keyword,tfidf
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,aclr,0.4631916364187031
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,aclr in,0.1713169222837461
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,allele,0.16378397909100637
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,group consisted,0.16378397909100637
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,group,0.16211083042838448
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,genotyped,0.308159407703678
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,distribution,0.2830731754709536
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,polymorphism,0.2130743849365203
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,arm swing,0.20663378468602356
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,arm,0.17670256367290768
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,fitness tests,0.2535369784945126
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,tests,0.23550247992321657
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,fitness,0.2148305782860148
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,standards,0.18336902205600988
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,field,0.17189988432709138
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,classification,0.3061020987389642
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,impairment,0.2081272475196094
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,palsy,0.1760556375473168
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,cerebral palsy,0.1760556375473168
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,para,0.16831432922396888
2018,4,Postural Control Deficits After Repetitive Soccer Heading,heading,0.24521152645947952
2018,4,Postural Control Deficits After Repetitive Soccer Heading,soccer heading,0.2319840226920077
2018,4,Postural Control Deficits After Repetitive Soccer Heading,postural control,0.2260981372991506
2018,4,Postural Control Deficits After Repetitive Soccer Heading,control,0.21059066759144365
2018,4,Postural Control Deficits After Repetitive Soccer Heading,postural,0.20796208615174172
2018,5,Comparative Analysis of Load Profile between Small-Sided Games and Official Matches in Youth Soccer Players,ssgs,0.3637559790568535
2018,5,Comparative Analysis of Load Profile between Small-Sided Games and Official Matches in Youth Soccer Players,keeping,0.27820906831095327
2018,5,Comparative Analysis of Load Profile between Small-Sided Games and Official Matches in Youth Soccer Players,official,0.2332144088139923
2018,5,Comparative Analysis of Load Profile between Small-Sided Games and Official Matches in Youth Soccer Players,progressing,0.20865680123321495
2018,5,Comparative Analysis of Load Profile between Small-Sided Games and Official Matches in Youth Soccer Players,official matches,0.20121295554682683
2018,6,Comparison of Change of Direction Speed Performance and Asymmetries between Team-Sport Athletes: Application of Change of Direction Deficit,cod,0.6050423183912961
2018,6,Comparison of Change of Direction Speed Performance and Asymmetries between Team-Sport Athletes: Application of Change of Direction Deficit,deficit,0.2054670132355009
2018,6,Comparison of Change of Direction Speed Performance and Asymmetries between Team-Sport Athletes: Application of Change of Direction Deficit,asymmetries,0.15973985890337838
2018,6,Comparison of Change of Direction Speed Performance and Asymmetries between Team-Sport Athletes: Application of Change of Direction Deficit,directional,0.13221068631679195
2018,6,Comparison of Change of Direction Speed Performance and Asymmetries between Team-Sport Athletes: Application of Change of Direction Deficit,dominance,0.11980489417753379
2018,7,Data-Driven Visual Performance Analysis in Soccer: An Exploratory Prototype,analysts,0.2522105551264307
2018,7,Data-Driven Visual Performance Analysis in Soccer: An Exploratory Prototype,collective,0.16074710245277227
2018,7,Data-Driven Visual Performance Analysis in Soccer: An Exploratory Prototype,prototype,0.15501243855434968
2018,7,Data-Driven Visual Performance Analysis in Soccer: An Exploratory Prototype,data,0.13934951718442565
2018,7,Data-Driven Visual Performance Analysis in Soccer: An Exploratory Prototype,problem,0.11938545234533886
2018,8,Football concussion case series using biomechanical and video analysis,concussions,0.22419682935447816
2018,8,Football concussion case series using biomechanical and video analysis,head impact,0.16432167067120365
2018,8,Football concussion case series using biomechanical and video analysis,helmet,0.16375768463108592
2018,8,Football concussion case series using biomechanical and video analysis,concussive,0.16375768463108592
2018,8,Football concussion case series using biomechanical and video analysis,helmet to,0.15946966859025677
2018,9,Head impact burden and change in neurocognitive function over 2 seasons of youth football participation,h3,0.35178835838689576
2018,9,Head impact burden and change in neurocognitive function over 2 seasons of youth football participation,seasons,0.18785809873907103
