cluster,title,tfidf
0,Validity and reliability of GPS and LPS for measuring distances covered and sprint mechanical properties in team sports,0.6189711789691228
0,Comparison of Kinematical variables of In-Step Kick in Football with the accordance of Skill level,0.5745404034121313
0,Validation of electronic performance and tracking systems EPTS under field conditions,0.5670776404004815
0,"The effects of ""Prevent Injury and Enhance Performance Program"" in a female soccer team",0.43369055773244447
0,Functional Hamstring to Quadriceps Strength Ratio (H:Q) and Hamstrings Injury of Soccer Players: A Qualitative Analysis,0.27784591676914483
0,Impact of Official Matches on Soccer Referees’ Power Performance,0.18454422460116057
0,Osteoarthritis of the hip and knee in former male professional soccer players,0.16622346796612084
0,Head impact analysis in elite football (soccer),0.15988975955157778
0,Muscle Strength Is a Poor Screening Test for Predicting Lower Extremity Injuries in Professional Male Soccer Players: A 2-Year Prospective Cohort Study,0.1568754952964986
1,A football helmet prototype that reduces linear and rotational acceleration with the addition of an outer shell,0.8775241437580749
1,Novel Interactive Visual Task for Robot-Assisted Gait Training for Stroke Rehabilitation,0.8393590753420472
1,Radiographic Analysis of National Football League Players’ Fifth Metatarsal Morphology Relationship to Proximal Fifth Metatarsal Fracture Risk,0.7590002980398978
1,Different visual stimuli affect muscle activation at the knee during sidestepping,0.6786486502693984
1,Evaluation of Intrinsic Biomechanical Risk Factors in Patellar Tendinopathy: A Retrospective Radiographic Case-Control Series,0.6687590916863777
1,Lumbar stabilisation exercises versus back endurance-resistance exercise training in athletes with chronic low back pain: protocol of a randomised controlled trial,0.6411904975424478
1,Epidemiology of Hip and Groin Injuries in Collegiate Athletes in the United States,0.6191036271170531
1,Association between trunk pain and lower extremity pain among youth soccer players: a cross-sectional study,0.5268422441458311
1,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,0.5204256043186024
1,"Sub-elite Football Players With Hip-Related Groin Pain and a Positive Flexion, Adduction, and Internal Rotation Test Exhibit Distinct Biomechanical Differences Compared With the Asymptomatic Side",0.5179501007877074
2,"The Evolving Treatment Patterns of NCAA Division I Football Players by Orthopaedic Team Physicians Over the Past Decade, 2008-2016",1.1999124009338364
2,Sprint Mechanical Properties of Female and Different Aged Male Top-Level German Soccer Players,0.9440446011382191
2,Anterior Cruciate ligament injuries of the knee:,0.7867093205626607
2,Reliability and validity of field‐based fitness tests in youth soccer players,0.703870036703744
2,Effect of functional resistance drills with Elastic bands on some of physical and biomechanical variables and kicking accuracy in soccer,0.6126396846647851
2,A novel Cervical Spine Protection device for reducing neck injuries in contact sports: design concepts and preliminary <i>in vivo</i> testing,0.523396817585998
2,Relationship between field tests and match running performance in high-level young Brazilian soccer players,0.5128779928842083
2,Modelling equation of knee force during instep kicking using dominant’s leg in football,0.5093662633069843
2,A biomechanical comparison of dominant and non-dominant limbs during a side-step cutting task,0.49742532806873274
2,Is stiffness related to athletic groin pain?,0.4450815035488375
3,Skin temperature in youth soccer players with functional equinus and non‐equinus condition after running,1.8503503402951456
3,Biomechanics of kicking ball by using aid tool “Parabolic Miraculous Legs”,1.5095745041068107
3,Comparing Acceleration and Change of Direction Ability Between Backpedal and Cross-over Run Techniques for Use in American Football,1.496720603034186
3,"Timing, not magnitude, of force may explain sex-dependent risk of ACL injury",1.4764747239034424
3,Knee Joint-Specific Eccentric Utilization Ratio Determines Lower-Extremity Stretch-Shortening Cycle Function During Countermovement Jumps,1.476395390440434
3,Measurement of Interaction between Futsal Footwear and Futsal Pitch Surface under Different Outsole Condition,1.4407751748734132
3,Could recreational soccer players recover single-leg heel raise performance 12-weeks after Achilles tenorrhaphy through immediate rehabilitation?,1.4389792714844272
3,Strategies to improve impact efficiency in football kicking,1.4243608656338713
3,Previous foot injuries associated with a greater likelihood of Achilles tendon ruptures in professional American football players,1.410710245488859
3,"Passive anterior tibia translation in anterior cruciate ligament-injured, anterior cruciate ligament-reconstructed and healthy knees: a systematic review",1.4096157363693267
4,"Healthy Practice of Female Soccer and Futsal: Identifying Sources of Stress, Anxiety and Depression",0.8512018770093401
4,"The Epidemiology of Ankle Injuries Identified at the National Football League Combine, 2009-2015",0.5774994899565153
4,"Characteristics of goalkeeping injuries: a retrospective, self-reported study in adolescent soccer players",0.5630768934563897
4,Epidemiology of Hip and Groin Injuries in Collegiate Athletes in the United States,0.5102034164130058
4,Mitigating Sports Injury Risks Using Internet of Things and Analytics Approaches,0.43248453031803835
4,Wearing Electronic Performance and Tracking System Devices in Association Football: Potential Injury Scenarios and Associated Impact Energies,0.34345058642272625
4,Muscle Strength Is a Poor Screening Test for Predicting Lower Extremity Injuries in Professional Male Soccer Players: A 2-Year Prospective Cohort Study,0.3299591853645506
4,High-Speed Video Analysis of Syndesmosis Injuries in Soccer—Can It Predict Injury Mechanism and Return to Play? A Pilot Study,0.32656132033628077
4,Risk factors associated with self-reported injury history in female youth soccer players,0.3115809708695657
4,From microscopic to macroscopic sports injuries. Applying the complex dynamic systems approach to sports medicine: a narrative review,0.2996166894780964
5,The Effects of Cupping on Hamstring Flexibility in College Soccer Players,1.0229772201286866
5,Sprint-Specific Training in Youth: Backward Running vs. Forward Running Training on Speed and Power Measures in Adolescent Male Athletes,0.8140592235744318
5,Interseason variability in isokinetic strength and poor correlation with Nordic hamstring eccentric strength in football players,0.7681464206932141
5,Effect of Complex Training on Jumping Variables During Heading the Ball for Soccer Players,0.7135341644277542
5,Biomechanical Evaluation Of Landing Maneuvers In Soccer Players With An Anterior Cruciate Ligament Reconstruction,0.6645152196299261
5,A Biomechanical Comparison of Single-Leg Landing and Unplanned Sidestepping,0.645467807873136
5,A previous hamstring injury affects kicking mechanics in soccer players,0.5772503544667434
5,"The relationship between jumping performance, isokinetic strength and dynamic postural control in elite youth soccer players",0.5612309932641806
5,Metabolic Power in Team Sports - Part 1: An Update,0.543620549720342
5,Relationship between field tests and match running performance in high-level young Brazilian soccer players,0.5420051169126385
6,"Tension band plating of an anterior tibial stress fracture nonunion in an elite athlete, initially treated with intramedullary nailing: a case report",0.9104268532026725
6,Countermovement Jump Recovery in Professional Soccer Players Using an Inertial Sensor,0.8918525497325345
6,Frequency of Self-Reported Concussion Amongst Professional and Semi-Professional Footballers in Ireland During the 2014 Season: a Cross-Sectional Study,0.8749184758933806
6,Modified exorotation graft tension for tibial fixation in anterior cruciate ligament reconstruction: a randomized controlled trial,0.7580356037493348
6,Does the type of sport practised influence foot posture and knee angle? Differences between footballers and swimmers,0.6696870915853372
6,Effects of Lumbar Spine Position on Hamstring Flexibility During Passive Straight Leg Raise,0.6487505009016339
6,Prior Knowledge of the Grading Criteria Increases Functional Movement Screen Scores in Youth Soccer Players,0.634137675088583
6,Impact Control in High-Intensity Interval Training Can Be Improved by Creatine Supplementation,0.6077229121679779
6,Assessment of body composition among current Czech professional soccer players with different performance levels,0.5874410703061821
6,POSTURAL CONTROL ANALYSIS DURING A STANDARDIZED KICK TASK IN SOCCER ATHLETES,0.5869875703858001
