year,doc_id,title,keyword,tfidf,cluster
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,aclr,0.4631916364187031,3
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,aclr in,0.1713169222837461,3
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,allele,0.16378397909100637,3
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,group consisted,0.16378397909100637,3
2018,0,The VEGFA gene and anterior cruciate ligament rupture risk in the Caucasian population,group,0.16211083042838448,3
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,genotyped,0.308159407703678,3
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,distribution,0.2830731754709536,3
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,polymorphism,0.2130743849365203,3
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,arm swing,0.20663378468602356,5
2018,1,The relationship between ACTN3 R577X gene polymorphism and physical performance in amateur soccer players and sedentary individuals,arm,0.17670256367290768,3
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,fitness tests,0.2535369784945126,2
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,tests,0.23550247992321657,2
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,fitness,0.2148305782860148,2
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,standards,0.18336902205600988,3
2018,2,Reliability and validity of field‐based fitness tests in youth soccer players,field,0.17189988432709138,3
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,classification,0.3061020987389642,2
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,impairment,0.2081272475196094,3
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,palsy,0.1760556375473168,1
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,cerebral palsy,0.1760556375473168,1
2018,3,A mathematical model for decision-making in the classification of para-footballers with different severity of coordination impairments,para,0.16831432922396888,1
2018,4,Postural Control Deficits After Repetitive Soccer Heading,heading,0.24521152645947952,5
2018,4,Postural Control Deficits After Repetitive Soccer Heading,soccer heading,0.2319840226920077,5
2018,4,Postural Control Deficits After Repetitive Soccer Heading,postural control,0.2260981372991506,6
