year,doc_id,title,keyword,tfidf,cluster
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,accumulation of,0.19876409474893,3
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,accumulation,0.18379478894195447,3
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,lactate,0.16068972374173993,3
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,can cause,0.15579434738768905,3
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,exercise,0.15013257738673622,3
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",arches,0.4405067108853634,3
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",foot,0.25373542960881845,2
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",foot arches,0.2202533554426817,2
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",student athletes,0.19774524455852957,3
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",arch,0.18457884372922687,3
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,together,0.19313202754300118,3
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,functional strength,0.1656584672102269,3
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,neuromuscular adaptations,0.15996717342665392,3
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,alongside,0.13985750659010318,3
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,training,0.13355185479537043,0
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",drill,0.2783858560431233,3
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",plyometric,0.26577977336008407,3
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",box,0.2476200413324714,3
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",leg power,0.2257944022210247,7
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",innovation,0.15052960148068315,3
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,uses,0.23278038545108554,3
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,software to,0.21919055070714236,3
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,knee joint,0.21588840188361386,3
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,knee,0.20884695153277305,3
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,this paper,0.18978622400212128,3
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,hiit,0.3562946048937968,3
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,quickness,0.22936926320704448,3
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,intensity interval,0.1781473024468984,3
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,saq,0.1781473024468984,3
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,interval training,0.17202694740528338,0
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",warm up,0.3903829558268715,7
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",warm,0.3799653927992599,7
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",up,0.26071988438116583,7
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",fifa11plus,0.22731847319316192,3
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",up programs,0.16582579824233404,3
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,ai,0.45681811052460075,3
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,sports scientists,0.20548661123830164,3
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,sports,0.20483814793925478,3
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,scientists,0.18209734874915293,3
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,ai is,0.15258391581830025,3
2024,8,Sport and non-specific low back pain in athletes: a scoping review,breast,0.4592417239439085,3
2024,8,Sport and non-specific low back pain in athletes: a scoping review,bra,0.42273828748947534,3
2024,8,Sport and non-specific low back pain in athletes: a scoping review,sports bra,0.2642114296809221,3
2024,8,Sport and non-specific low back pain in athletes: a scoping review,sports,0.1646239965957508,3
2024,8,Sport and non-specific low back pain in athletes: a scoping review,players,0.15859560525604086,3
2024,9,Hamstring Rehabilitation Scholarship,pa,0.27245455128930673,3
