year,doc_id,title,keyword,tfidf
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,accumulation of,0.19876409474893
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,accumulation,0.18379478894195447
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,lactate,0.16068972374173993
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,can cause,0.15579434738768905
2024,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,exercise,0.15013257738673622
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",arches,0.4405067108853634
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",foot,0.25373542960881845
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",foot arches,0.2202533554426817
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",student athletes,0.19774524455852957
2024,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",arch,0.18457884372922687
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,together,0.19313202754300118
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,functional strength,0.1656584672102269
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,neuromuscular adaptations,0.15996717342665392
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,alongside,0.13985750659010318
2024,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,training,0.13355185479537043
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",drill,0.2783858560431233
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",plyometric,0.26577977336008407
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",box,0.2476200413324714
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",leg power,0.2257944022210247
2024,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",innovation,0.15052960148068315
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,uses,0.23278038545108554
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,software to,0.21919055070714236
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,knee joint,0.21588840188361386
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,knee,0.20884695153277305
2024,4,Sport-related concussion attitudes and knowledge in elite English female footballers,this paper,0.18978622400212128
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,hiit,0.3562946048937968
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,quickness,0.22936926320704448
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,intensity interval,0.1781473024468984
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,saq,0.1781473024468984
2024,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,interval training,0.17202694740528338
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",warm up,0.3903829558268715
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",warm,0.3799653927992599
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",up,0.26071988438116583
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",fifa11plus,0.22731847319316192
2024,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",up programs,0.16582579824233404
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,ai,0.45681811052460075
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,sports scientists,0.20548661123830164
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,sports,0.20483814793925478
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,scientists,0.18209734874915293
2024,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,ai is,0.15258391581830025
2024,8,Sport and non-specific low back pain in athletes: a scoping review,breast,0.4592417239439085
2024,8,Sport and non-specific low back pain in athletes: a scoping review,bra,0.42273828748947534
2024,8,Sport and non-specific low back pain in athletes: a scoping review,sports bra,0.2642114296809221
2024,8,Sport and non-specific low back pain in athletes: a scoping review,sports,0.1646239965957508
2024,8,Sport and non-specific low back pain in athletes: a scoping review,players,0.15859560525604086
2024,9,Hamstring Rehabilitation Scholarship,pa,0.27245455128930673
2024,9,Hamstring Rehabilitation Scholarship,core stability,0.19468761651810396
2024,9,Hamstring Rehabilitation Scholarship,quadriceps,0.1922901945278772
2024,9,Hamstring Rehabilitation Scholarship,explaining of,0.15173317887130852
2024,9,Hamstring Rehabilitation Scholarship,elements of,0.15173317887130852
2024,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,skill,0.1898187564910289
2024,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,motor,0.15917056984062766
2024,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,abilities,0.15754385232764948
2024,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,motor skill,0.14876591193528974
2024,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,motor abilities,0.14876591193528974
2024,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,ligament tears,0.3314215466330666
2024,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,turf,0.301688326004725
2024,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,tears,0.2468083643483349
2024,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,knee ligament,0.2163331743901514
2024,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,artificial turf,0.1998595230421279
2024,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,skills,0.25118873163533634
2024,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,content,0.21182179841117824
2024,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,sectors,0.1716902004548423
2024,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,of execution,0.1716902004548423
2024,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,order of,0.1644082225313527
2024,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,professional footballers,0.31956586409253174
2024,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,footballers,0.22827319951706576
2024,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,tests,0.1824144073128448
2024,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,to sport,0.14471728195959405
2024,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,professional,0.14172362290296275
2024,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,in military,0.3497360935422901
2024,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,period in,0.3497360935422901
2024,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,in acute,0.3233967964847177
2024,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,military,0.31399589445284365
2024,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,surgical treatment,0.28274219408094803
2024,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,ng,0.24376890242042454
2024,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,td,0.23759824717598294
2024,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,player,0.16787059018591502
2024,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,on at,0.16737815901008107
2024,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,intensity,0.156562198772937
2024,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,com acceleration,0.2201099952437699
2024,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,mat,0.20636937689817625
2024,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,foam,0.20636937689817625
2024,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,com,0.18582832274602065
2024,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,cai,0.17765569403914994
2024,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,my,0.38197221457250813
2024,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,my jump,0.38197221457250813
2024,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,jump,0.3008140441663713
