_doc_id,_title,_year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic
656,Clinical and etiological findings of musculotendinous injuries after physical exercise,2024,0.001995809506211907,0.001995327440057011,0.001990754784380544,0.9900067594458648,0.002011281732112992,0.0020000670913727305,3
657,The Variation in Foot Arch Types among Athletes from Various Sports Disciplines: Analysis and Implications for Athletic Performance,2024,0.9927016655468368,0.0014611263424332967,0.0014591066331248242,0.0014577710031249786,0.0014608462565594863,0.0014594842179205766,0
658,Biomechanical Changes in Football Players Post Functional Strength Training: A Review paper,2024,0.7201075630375547,0.0012447634867423722,0.0012316601897613727,0.27493638510393853,0.0012374744923042613,0.0012421536896987824,0
659,The effect of plyometric box drills on leg power in youth soccer players,2024,0.0013528032810086212,0.9932386858872895,0.0013481744347139085,0.0013517663274428115,0.001352414913139767,0.0013561551564053782,1
660,Prevention of knee joint injuries in football basic training under the constraints of biomechanics model,2024,0.025893332311113352,0.001243425027972731,0.0012391990796399353,0.9691365200258939,0.0012441932080306667,0.001243330347349535,3
661,Optimizing SAQ performance in football atheletes exploring the influence of high-intensity interval training,2024,0.5015506051879846,0.0011021779288068472,0.001095115720971426,0.0010971644992768734,0.001100631870854367,0.49405430479210594,0
662,Investigation of the acute effect of different warm-up protocols on test performance in young soccer players,2024,0.4858289818088531,0.0010814517482998862,0.0010731941599045397,0.0010758067547353843,0.0010765727755027914,0.5098639927527043,5
663,"Empowering the Sports Scientist with Artificial Intelligence in Training, Performance, and Health Management",2024,0.001387000817378487,0.0013843979056640497,0.0013858663092354631,0.001387619016687005,0.0013865547703734624,0.9930685611806614,5
664,Breast Impact Discomfort Reduced with Customised Breast Protection for Amateur Female Soccer and Rugby League Players in New Zealand,2024,0.0010883078792118884,0.001089501391887768,0.0010910528873207075,0.0010936507755232733,0.9945497135497595,0.0010877735162970143,4
665,Evaluating the Functionality of a Field-Based Test Battery for the Identification of Risk for Anterior Cruciate Ligament Injury: An Exploratory Factor Analysis,2024,0.993685907830481,0.0012704050108590615,0.0012605297187130921,0.0012603413277561498,0.0012615561071162027,0.001261260005074483,0
666,Small-sided game activities impact the specific motor skills and skill-related competencies of football players between the ages of 12 and 14 years,2024,0.9679449046337105,0.001014747568307575,0.0010098221409298787,0.028003387354846202,0.0010127107010662127,0.0010144276011396904,0
667,Knee Ligament Injuries in the National Football League: Impact of Field Surface Type During the 2020-2023 Seasons,2024,0.0010357456350899431,0.0010356563345170489,0.0010342812697950899,0.9948208570696316,0.00103732462797497,0.0010361350629913189,3
668,Content Validity of a New Soccer (Football) Return-to-Play Test: The RONDO-TEST,2024,0.0014500005948379206,0.001448852195875482,0.9927515042751678,0.00144743525317745,0.001450050176841868,0.0014521575040994722,2
669,"The “11 to Perf Score”, a Test for Professional Players Returning to Soccer After Anterior Cruciate Ligament Reconstruction",2024,0.6872180993972199,0.0016788393096148705,0.0016835966280830353,0.3060554011366988,0.0016811814125677923,0.0016828821158155261,0
670,Surgical treatment of anterior cruciate ligament injuries in the acute period in the military,2024,0.016695064842140107,0.016689119162208523,0.016866902667309874,0.9161997758331952,0.01676633843130528,0.016782799063841107,3
671,The Effect of Pitch Surface on Match Running Performance in Women’s Soccer,2024,0.0014194608118918322,0.0014220199209747588,0.0014183325397909947,0.0014270427305977842,0.9928930087545355,0.0014201352422090945,4
672,Textured mat influence on muscle activity and balance strategies for chronic ankle instability,2024,0.001292518245991136,0.25242893603330424,0.6049244959884337,0.0012973060339241005,0.138762444667878,0.0012942990304687864,2
673,Validity of the Enode Sensor and My Jump 3 App for Assessing Countermovement Jump Performance,2024,0.9930164604847711,0.0014044737915649749,0.0013938182603337856,0.001393116983886948,0.0013958039843883897,0.0013963264950546555,0
674,"Contractile and Mechanical Properties of Quadriceps Muscles Measured by the Method of Tensiomyography (TMG) in Professional Soccer Players: A Systematic Review, Meta-Analysis, and Meta-Regression",2024,0.00125954398552736,0.0012620809761598548,0.001255600498967696,0.001257991205498192,0.9937069041176366,0.0012578792162101756,4
675,Evaluation of WIMU Sensor Performance in Estimating Running Stride and Vertical Stiffness in Football Training Sessions: A Comparison with Smart Insoles,2024,0.9948766910546522,0.0010288507461674486,0.0010207957938115028,0.0010241983520999991,0.001024663751748004,0.0010248003015210334,0
676,"Is there a correlation among landing stability, ankle dorsiflexion range of motion, and ankle stiffness during single-leg landing?",2024,0.0016042899423304494,0.26899755107042567,0.0015989014364225873,0.0016046027344475517,0.0015975829989036047,0.7245970718174701,5
677,"Functional Deficits in Non-elite Soccer (Football) Players: A Strength, Balance, and Movement Quality Assessment After Anterior Cruciate Ligament Reconstruction",2024,0.0005600576008888961,0.5075599460402084,0.42740102623879284,0.0005588598922522019,0.06336161077074653,0.0005584994571113256,1
678,A comparative analysis of platelet-rich plasma alone versus combined with extracorporeal shockwave therapy in athletes with patellar tendinopathy and knee pain: a randomized controlled trial,2024,0.0008168967856375803,0.0008171198492037318,0.0008175745729314308,0.000819553501537212,0.9959121537926688,0.0008167014980211301,4
679,"THE EFFECT OF DIFFERENT STRENGTH TRAINING ON ANAEROBIC POWER, SPEED AND FUNCTIONAL MOVEMENT SCREEN TEST SCORES IN YOUNG FOOTBALL PLAYERS",2024,0.000839058194465886,0.0008432062781228891,0.0008355930728603072,0.0008366748853888791,0.0008388205320206643,0.9958066470371413,5
680,"Applied Biomechanics in Sports Performance, Injury Prevention, and Rehabilitation",2024,0.01292350452540928,0.19029781200636098,0.012924226247338145,0.7580007307158758,0.012917621185940495,0.012936105319075193,3
681,Intra and Inter-Test Reliability of Isometric Hip Adduction Strength Test with Force Plates in Professional Soccer Players,2024,0.9956320129399926,0.0008770372270674913,0.0008713880590050263,0.000873043988208499,0.0008742005929003574,0.0008723171928260217,0
682,Cognition in elite soccer players: a general model,2024,0.0011200437891590988,0.001119690200035769,0.0011186753470270852,0.0011204145861323676,0.0011191702969627593,0.9944020057806829,5
683,Measurement Properties of Wearable Kinematic-Based Data Collection Systems to Evaluate Ball Kicking in Soccer: A Systematic Review with Evidence Gap Map,2024,0.25539096989538795,0.0013327070693309388,0.0013296011670261654,0.001330924477236707,0.7392843282860887,0.0013314691049295866,4
684,Biomechanical insights into goalkeeper preparatory movements during defensive dives for football shots,2024,0.0015408562821050589,0.0015409729891146453,0.0015373930323959214,0.992302530473913,0.0015409723763673449,0.0015372748461040414,3
685,The Validity and Reliability of the My Jump Lab App for the Measurement of Vertical Jump Performance Using Artificial Intelligence,2024,0.0024770593062687185,0.9876542365985965,0.002460401323831766,0.002467033844651414,0.0024695049143161987,0.0024717640123356546,1
686,Vertical Jump Height Estimation Using Low-Sampling IMU in Countermovement Jumps: A Feasible Alternative to Motion Capture and Force Platforms,2024,0.403170661713443,0.591379311511464,0.0013605278587612887,0.0013630798886340575,0.0013652136941939492,0.0013612053335036961,1
687,A Bibliometric Study on the Evolution of Women’s Football and Determinants Behind Its Growth over the Last 30 Years,2024,0.5102553839180188,0.0010041391162991567,0.0010034410011096474,0.0010054383832113578,0.4857250566134696,0.0010065409678913337,0
688,Video Analysis of Elite American Football Athletes During Vertical Jump,2024,0.9940369517870387,0.0011970566087327326,0.0011896160686092191,0.0011918046243183068,0.0011929937187959644,0.001191577192504896,0
689,THE ESSENTIAL ROLE OF PHYSIOTHERAPY IN PROFESSIONAL FOOTBALL,2024,0.001190783700850282,0.0011901238600991037,0.0011881206900976,0.6571933526923661,0.001190899984135684,0.3380467190724512,3
