cluster,title,tfidf
0,Scoring of Human Body-Balance Ability on Wobble Board Based on the Geometric Solution,0.44678973502585123
0,User friendly haptic tool for soccer fans with vision disabilities: Design and proof of concept,0.40107405959619513
0,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,0.22555984861872908
0,Biomechanical asymmetries differ between autograft types during unplanned change of direction after ACL reconstruction,0.22027529156644357
1,Repeatability of a piezoelectric force platform to measure impact metrics for a single model of football,0.601776404470819
1,Mechanisms of ACL injuries in men’s football: A systematic video analysis over six seasons in the Qatari professional league,0.5846088201904551
1,Short-term outcomes of anterior cruciate ligament reconstruction with or without lateral tenodesis or anterolateral ligament reconstruction: a retrospective cohort,0.4996908452534058
1,Assessing the effect of prophylactic ankle taping on ankle and knee biomechanics during landing tasks in healthy individuals: A cross-sectional observational study,0.4116678621626504
1,The effect of physical fatigue on the performance of soccer players: A systematic review,0.3935943798344339
1,REPERCUSSIONS OF BALANCE TRAINING ON SOCCER PLAYERS’ LOWER LIMB INJURIES,0.36302738212990715
1,Are cam morphology size and location associated with self‐reported burden in football players with FAI syndrome?,0.35147692056926677
1,Is the Rotatory Knee Stability Immediately Decreased Following a Competitive Soccer Match?,0.3284317440136136
1,The association between hip/groin pain and hip strength in football players: An exploratory analysis of the FORCe cohort,0.32471870652945284
1,External stressors prior to traumatic knee injury: A cohort study on youth athletes.,0.31784435211997597
2,Anterior cruciate ligament injuries in female athletes,0.7322091201399017
2,Biomechanical and Neuromuscular Performance Requirements of Horizontal Deceleration: A Review with Implications for Random Intermittent Multi-Directional Sports,0.6395472544250624
2,Influence Of Blood Biomarkers Levels On The External Load Performance During An Elite Soccer Microcycle,0.62187927156469
2,"Muscle Injury in Sports Activity - Etiology, Classification and Treatment",0.6046476222145829
2,Influence of Compliance and Aging of Artificial Turf Surfaces on Lower Extremity Joint Loading,0.5448442008062417
2,Investıgatıon of Balance Performance in Soccer in Terms of Posıtıonal Dıfferences,0.5330207922025233
2,A Descriptive Video Analysis of Helmet Impact Cases in North American Youth Football Players,0.5238275403421747
2,A Systematic Review of the Relationship between Workload and Injury Risk of Professional Male Soccer Players,0.5105259052990933
2,Wearable Inertial Sensor Approach for Postural Adjustment Assessments during Predictable Perturbations in Sport,0.4779936034497572
2,Strength and Biomechanical Risk Factors for Noncontact ACL Injury in Elite Female Footballers: A Prospective Study,0.42446582159056306
3,The perception of injury risk and prevention among football players: A systematic review,1.9540910773909896
3,Chronic Traumatic Encephalopathy in Sports Practice: A Literature Review,1.932590833669029
3,"The Associations Among Self-Compassion, Self-Esteem, Self-Criticism, and Concern Over Mistakes in Response to Biomechanical Feedback in Athletes",1.7170377689879053
3,Are cam morphology size and location associated with self‐reported burden in football players with FAI syndrome?,1.6740332507677258
3,Survey on Video-Based Biomechanics and Biometry Tools for Fracture and Injury Assessment in Sports,1.6590054442432893
3,Analysis of the participation of women in football in Indonesia,1.6425560442196572
3,Alternate Leg Bounding Acutely Improves Change of Direction Performance in Women's Team Sports Players Irrespective of Ground Type,1.6022581840790042
3,"Anterior ankle impingment syndrome is less frequent, but associated with a longer absence and higher re-injury rate compared to posterior syndrome: a prospective cohort study of 6754 male professional soccer players",1.5711701490596384
3,Meniscal Preservation is More Likely When Performed with Acute Anterior Cruciate Ligament Repair Rather Than with Anterior Cruciate Ligament Reconstruction,1.554731105177485
3,Injury-Inciting Activities in Male and Female Football Players: A Systematic Review,1.540605318873087
4,COMMITMENT OF COACHES: IT’S RELATION TO THE PHYSICAL DEVELOPMENT OF STUDENT-ATHLETES,0.9020330716299023
4,Relationship between speed and explosive power of lower limbs in semi-elite football players,0.8691019497112299
4,ADAPTED FOOTBALL PROGRAM TO DEVELOP THE MOTOR SKILLS OF CHILDREN WITH INTELLECTUAL DISABILITIES,0.850516872249684
4,Biomechanical Characteristics of the Support Leg During Side-Foot Kicking in Soccer Players With Chronic Ankle Instability,0.7520466186669204
4,Relation of Jump and Change of Direction Inter-Limb Asymmetries with Fitness in Youth Male Soccer Players,0.6728022723586075
4,Contemporary Principles for Postoperative Rehabilitation and Return to Sport for Athletes Undergoing Anterior Cruciate Ligament Reconstruction,0.6370340658355942
4,"On-field rehabilitation in football: Current knowledge, applications and future directions",0.6363517695961746
4,Soccer Scoring Techniques—A Biomechanical Re-Conception of Time and Space for Innovations in Soccer Research and Coaching,0.6341196468923913
4,Big picture transdisciplinary practice - extending key ideas of a Department of Methodology towards a wider ecological view of practitioner-scientist integration,0.603565547662966
4,Altered Joint Angle Strategy for Sprinting in Elite Sprinters with Chronic Ankle Instability,0.5236832515810639
5,"Can complex contrast training interventions improve aerobic endurance, maximal strength, and repeated sprint ability in soccer players? A systematic review and meta-analysis",0.6980903922885973
5,Improving Lower Extremity Functional Indices of People With Dynamic Knee Valgus With Therapeutic Exercises: A Systematic Review and Meta-analysis,0.6134957703272519
5,Aerodynamic Analysis and Training Research of an S-Shaped Arc Ball Based on Hydrodynamics,0.5099714171649852
5,EFFECT OF OUTSOLE THICKNESS ON RUNNING BIOMECHANICS,0.3456975786303937
5,Hamstring muscle injury is preceded by a short period of higher running demands in professional football players,0.314513587425899
5,"The Effect of the Neuromuscular, Strength, and Combined Training on Balance and Performance in Female Basketball Players",0.22336445716092437
5,Escalation of Tau Accumulation after a Traumatic Brain Injury: Findings from Positron Emission Tomography,0.2203954186019955
5,"Sports-Related Concussion Assessment: A New Physiological, Biomechanical, and Cognitive Methodology Incorporating a Randomized Controlled Trial Study Protocol",0.2158269577250427
5,Sternoclavicular Joint Reconstruction with Semitendinosus Allograft and Suture Anchors after Recurrent Posterior Dislocation in a Professional North American Football Player,0.19950655657921154
5,An Infrapatellar Fat Pad Tear in a High School Football Player: A Case Report,0.19035462047951368
6,Accuracy of flight time and countermovement-jump height estimated from videos at different frame rates with MyJump,1.4378152853272543
6,Cumulative strain-based metrics for predicting subconcussive head impact exposure–related imaging changes in a cohort of American youth football players,1.3120484829664576
6,The effects of learning with various noise on Gait Kinematics in 3-to-5-year-old children: a randomized controlled trial,0.9379397236691455
6,"Preliminary Report on the Train the Brain Project, Part I: Sensorimotor Neural Correlates of Anterior Cruciate Ligament Injury Risk Biomechanics",0.7492380300459498
6,Barriers and facilitators to the adoption and implementation of evidence-based injury prevention training programmes: a narrative review,0.7345441909727819
6,Repetitive mild traumatic brain injury-induced neurodegeneration and inflammation is attenuated by acetyl-L-carnitine in a preclinical model,0.6777269120319107
6,Escalation of Tau Accumulation after a Traumatic Brain Injury: Findings from Positron Emission Tomography,0.6776830894849373
6,Motion Analysis of Football Kick Based on an IMU Sensor,0.6700305125239323
6,An Overview of Machine Learning Applications in Sports Injury Prediction,0.6627691549578172
6,In Vivo Strain Patterns in the Achilles Tendon During Dynamic Activities: A Comprehensive Survey of the Literature,0.6324936341640319
7,Biomechanical fidelity of athletic training using virtual reality head-mounted display: the case of preplanned and unplanned sidestepping,0.777142796406071
7,Motion Analysis of Football Kick Based on an IMU Sensor,0.654012063095291
7,The Effect of Ball Heading and Subclinical Concussion On the Neuromuscular Control Of The Lower Limb: A Systematic Review,0.5992805924200103
7,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,0.5949043487924529
7,Extended reality in musculoskeletal rehabilitation and injury prevention - A systematic review,0.5918312936637041
7,Optimizing Health and Athletic Performance for Women,0.5606494894863276
7,Impact Of Limb And Total Body Composition On Drop Vertical Jump Landing Kinematics,0.5575568775019045
7,The relationships between ACTN3 rs1815739 and PPARA-α rs4253778 gene polymorphisms and athletic performance characteristics in professional soccer players,0.5173331969413499
7,Effects of Fatigue Induced by Repeated Sprints on Sprint Biomechanics in Football Players: Should We Look at the Group or the Individual?,0.4849463013363664
7,Influence of a football match on landing biomechanics and jump performance in female football players,0.46417302968936314
