year,doc_id,title,keyword,tfidf
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,portable,0.3415016084691049
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,plates,0.29713490311021457
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,my jump,0.23895630642582336
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,my,0.23895630642582336
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,jump application,0.199616412060794
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",subtalar,0.23728958692364388
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",ankle braces,0.19822408820078283
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",during landing,0.19037554041095495
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",braces,0.1898167159083752
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",ankle,0.18645618471557304
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,training or,0.1383817811941267
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,neuromuscular training,0.13187388278184078
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,training,0.1298851032261919
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,or,0.1251266832994091
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,in soccer,0.12265154466596338
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",foot in,0.306825763152319
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",favour of,0.23504977319875153
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",in favour,0.22697450040669648
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",favour,0.22697450040669648
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",foot,0.2120809465227896
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,match,0.30872552886622906
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,after match,0.22756058716896674
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,baseline,0.18585641916419904
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,competitive football,0.17822978479320367
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,post match,0.17067044037672507
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,women,0.2849714520814328
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,ir,0.2649783493640708
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,injuries,0.2523748175231217
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,women soccer,0.22399957316808738
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,ci,0.13901558405772643
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",plyometric,0.2670473099531561
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",plyometric training,0.24033155710054208
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",fitness,0.19033886174838927
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",explosive,0.1876136232722529
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",physical,0.1657614302245632
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,ball speed,0.3751616044261173
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,momentum,0.3550353289682845
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,ball,0.2780994609478542
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,female futsal,0.19425453052046232
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,shooting,0.19288081269739052
2023,8,Sport and non-specific low back pain in athletes: a scoping review,tendinopathy,0.32822214008666134
2023,8,Sport and non-specific low back pain in athletes: a scoping review,thermography,0.25005075398472426
