year,doc_id,title,keyword,tfidf,cluster
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,portable,0.3415016084691049,3
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,plates,0.29713490311021457,3
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,my jump,0.23895630642582336,3
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,my,0.23895630642582336,3
2023,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,jump application,0.199616412060794,6
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",subtalar,0.23728958692364388,3
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",ankle braces,0.19822408820078283,7
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",during landing,0.19037554041095495,4
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",braces,0.1898167159083752,3
2023,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",ankle,0.18645618471557304,7
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,training or,0.1383817811941267,4
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,neuromuscular training,0.13187388278184078,4
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,training,0.1298851032261919,4
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,or,0.1251266832994091,3
2023,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,in soccer,0.12265154466596338,3
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",foot in,0.306825763152319,3
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",favour of,0.23504977319875153,3
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",in favour,0.22697450040669648,3
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",favour,0.22697450040669648,3
2023,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",foot,0.2120809465227896,3
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,match,0.30872552886622906,3
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,after match,0.22756058716896674,3
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,baseline,0.18585641916419904,3
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,competitive football,0.17822978479320367,3
2023,4,Sport-related concussion attitudes and knowledge in elite English female footballers,post match,0.17067044037672507,3
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,women,0.2849714520814328,3
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,ir,0.2649783493640708,3
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,injuries,0.2523748175231217,7
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,women soccer,0.22399957316808738,3
2023,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,ci,0.13901558405772643,3
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",plyometric,0.2670473099531561,3
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",plyometric training,0.24033155710054208,4
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",fitness,0.19033886174838927,3
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",explosive,0.1876136232722529,3
2023,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",physical,0.1657614302245632,3
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,ball speed,0.3751616044261173,3
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,momentum,0.3550353289682845,3
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,ball,0.2780994609478542,3
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,female futsal,0.19425453052046232,3
2023,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,shooting,0.19288081269739052,3
2023,8,Sport and non-specific low back pain in athletes: a scoping review,tendinopathy,0.32822214008666134,3
2023,8,Sport and non-specific low back pain in athletes: a scoping review,thermography,0.25005075398472426,3
2023,8,Sport and non-specific low back pain in athletes: a scoping review,infrared,0.2394452327293186,3
2023,8,Sport and non-specific low back pain in athletes: a scoping review,difference of,0.1875380654885432,3
2023,8,Sport and non-specific low back pain in athletes: a scoping review,pain,0.13238195894602905,3
2023,9,Hamstring Rehabilitation Scholarship,rm,0.5485547858417074,3
2023,9,Hamstring Rehabilitation Scholarship,weeks,0.1991049827199307,3
2023,9,Hamstring Rehabilitation Scholarship,repetitions,0.16908528623605834,6
2023,9,Hamstring Rehabilitation Scholarship,sets,0.15701596044022906,3
2023,9,Hamstring Rehabilitation Scholarship,relative,0.12821071303330253,3
2023,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,eg,0.19138536480789922,3
2023,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,emg,0.18118280928048935,3
2023,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,eccentric training,0.1603665764125466,4
2023,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,twelve week,0.1603665764125466,3
2023,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,customized,0.1535648727276067,3
2023,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,females,0.1779736347525242,3
2023,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,should,0.15669476497573362,3
2023,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,should be,0.1549551460903393,3
2023,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,acl,0.14783275674647903,1
2023,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,after acl,0.12831443873525591,1
2023,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,le,0.35215526854642837,3
2023,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,src,0.2882504042563217,3
2023,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,of le,0.12258431627699369,3
2023,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,various sporting,0.12258431627699369,3
2023,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,collegiate professional,0.12258431627699369,6
2023,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,neurocognitive,0.24360568636705876,3
2023,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,hp,0.2325508980042064,3
2023,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,lp,0.21503704313867372,3
2023,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,trunk,0.1765788005823958,3
2023,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,function,0.157572159709418,6
2023,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,dorsiflexion,0.28696112414785596,6
2023,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,ankle,0.24750212561743373,7
2023,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,ankle dorsiflexion,0.1895285117083473,7
2023,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,hamstring muscle,0.16499178337476444,4
2023,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,without injuries,0.15787371146667184,7
2023,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,cleat,0.26316066547739386,3
2023,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,patterns,0.22641441233841808,3
2023,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,epl,0.2105285323819151,3
2023,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,lower extremity,0.17631783014875574,3
2023,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,extremity,0.1718803894481772,3
2023,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,tightness,0.27278743000359784,3
2023,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,rt,0.20897405385735243,3
2023,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,massage,0.20179462769414228,3
2023,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,friction,0.20179462769414228,6
2023,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,received,0.1908690678449029,3
2023,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,estrogen,0.31211927895377245,3
2023,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,sex,0.2937147259144445,3
2023,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,this through,0.16297184150620816,3
2023,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,fluctuations,0.16297184150620816,6
2023,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,during menstrual,0.16297184150620816,3
2023,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",asymmetries,0.4098689680858407,3
2023,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",limbs,0.20171821392728093,3
2023,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",asymmetry,0.19486963803160506,3
2023,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",lower limbs,0.1764735274602542,3
2023,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",tests,0.14700326931031008,6
2023,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,ml,0.22555984861872908,0
2023,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,institute of,0.14338309571068406,3
2023,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,injury prediction,0.12548138803777004,7
2023,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,institute,0.12315549967665519,3
2023,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,sports injury,0.11572769947931039,7
2023,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,cleat,0.2748977355935831,3
2023,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,turf,0.20966937828418322,3
2023,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,surfaces,0.19414721661277667,3
2023,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,artificial,0.18157705386938935,3
2023,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,natural grass,0.16957675096869823,3
2023,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,es,0.2992792420210789,3
2023,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,lt es,0.22484481841785653,3
2023,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,resistance training,0.19233104721433592,4
2023,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,training,0.1851509390103142,4
2023,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,resistance,0.157323674703804,2
2023,22,"Muscle Injury in Sports Activity - Etiology, Classification and Treatment",athletic performance,0.23287902960381682,2
