cluster,title,tfidf
0,The Effect of a Previous Strain Injury on Regional Neuromuscular Activation Within the Rectus Femoris,0.983529106510872
0,Injury Prevention in Youth Football Players : Training Effects and Programme Implementation,0.8916128285692737
0,Lower Extremity Biomechanical Differences Between Female Dancers and Soccer Players,0.7215172326647735
0,Switching between pitch surfaces: practical applications and future perspectives for soccer training,0.7214663006469058
0,Anterior cruciate ligament injury risk factors in football,0.6921398776050365
0,Neuromuscular Control of Vertical Jumps in Female Adolescents,0.5846165591408627
0,Kinematics observed during ACL injury are associated with large early peak knee abduction moments during a change of direction task in healthy adolescents,0.5332704712367482
0,Soccer Scoring Techniques — a Scientific Re-conception of Time and Space via Biomechanical Modeling,0.4780806313990534
0,Effect of Transcranial Direct Current Stimulation and Reaction Time Training on Cognition and Choice Reaction Time in Recreational Soccer Players (FAST Trial): A Protocol for A Randomized Clinical Trial,0.47490469298350035
0,Hip Impingement after Anterior Inferior Iliac Spine Avulsion Fractures: A Case Report with Review of the Literature,0.468258698302518
1,"Peer Review #2 of ""Changes in sprint performance and sagittal plane kinematics after heavy resisted sprint training in professional soccer players (v0.1)""",0.7126817701909887
1,"Observação, análise e interpretação do desempenho em jogo no futebol: implicações para a avaliação e treinamento",0.6708672184715808
1,Balance and Core Stabilization Training with Eyes Open Versus Eyes Closed in Young Football Players,0.6632031309777808
1,Effects of pelvic and core strength training on biomechanical risk factors for anterior cruciate ligament injuries,0.5359498417449485
1,An Anterior Cruciate Ligament Failure Mechanism,0.535829998322437
1,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,0.5243353917343545
1,The epidemiological profile of knee injury pattern among different divisional football players,0.48394834044090074
1,Countermovement Jump Assessment for Monitoring Prolonged Fatigue in Collegiate Female Soccer Players,0.4829018717260404
1,Effects of Plyometric Versus Optimum Power Load Training on Components of Physical Fitness in Young Male Soccer Players,0.4611118985079944
1,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,0.4586365566616134
2,Epidemiology of injuries in professional football: a systematic review and meta-analysis,0.6365735766492056
2,A novel test reliably captures hip and knee kinematics and kinetics during unanticipated/anticipated diagonal hops in individuals with anterior cruciate ligament reconstruction,0.6288737862715552
2,Cleat stiffness influences ankle inversion in football players with history of ankle sprain,0.5746501932145012
2,Optimizing Return to Play After Anterior Cruciate Ligament Reconstruction in Soccer Players: an Evidence Based Approach,0.5537962343677947
2,THE EFFECT OF FOOTBALL CLEATS STUDS DESIGN TO AMATEUR FOOTBALL PLAYER PERFORMANCE EVALUATION,0.5423417947549896
2,Biomechanical and Functional Outcomes After Medial Patellofemoral Ligament Reconstruction: A Pilot Study,0.48542400718277856
2,Symptom Provocation Patterns During Supervised Exercise in Adolescent Athletes with Concussion,0.48038674949539484
2,Thalamic and thalamic projection abnormalities on DTI and NODDI analysis following acute concussion,0.47734807141313573
2,Biomechanical Associates of Performance and Knee Joint Loads During A 70–90° Cutting Maneuver in Subelite Soccer Players,0.4573984436720737
2,A 9-month multidisciplinary rehabilitation protocol based on early postoperative mobilization following a chronic-degenerative patellar tendon rupture in a professional soccer player,0.4533200302452102
3,Does the psychological profile influence the position of promising young futsal players?,0.7494864496147602
3,"Smart Socks and In-Shoe Systems: State-of-the-Art for Two Popular Technologies for Foot Motion Analysis, Sports, and Medical Applications",0.7390890802998007
3,Current Approaches to the Use of Artificial Intelligence for Injury Risk Assessment and Performance Prediction in Team Sports: a Systematic Review,0.6675572042943636
3,Playing football on artificial turf as a risk factor for fifth metatarsal stress fracture: a retrospective cohort study,0.5713996429003234
3,Core-Muscle Training and Neuromuscular Control of the Lower Limb and Trunk,0.5583269943572254
3,Countermovement Jump Assessment for Monitoring Prolonged Fatigue in Collegiate Female Soccer Players,0.5455067059540242
3,Accounting for Variance in Concussion Tolerance Between Individuals: Comparing Head Accelerations Between Concussed and Physically Matched Control Subjects,0.5358858580420286
3,Symptom Provocation Patterns During Supervised Exercise in Adolescent Athletes with Concussion,0.5266022866311543
3,ANALYSIS OF Y BALANCE TEST AND DORSIFLEXION LUNGE TEST IN PROFESSIONAL AND AMATEUR SOCCER PLAYERS,0.5222652910041807
3,Anterior Cruciate Ligament Reconstruction in Young Female Athletes: Patellar Versus Hamstring Tendon Autografts,0.498265366149764
4,"On-field Rehabilitation Part 1: 4 Pillars of High-Quality On-field Rehabilitation Are Restoring Movement Quality, Physical Conditioning, Restoring Sport-Specific Skills, and Progressively Developing Chronic Training Load",0.7890224035019088
4,Acute effects of differential learning on football kicking performance and in countermovement jump,0.7664373571421874
4,Head and Neck Response of an Active Human Body Model and Finite Element Anthropometric Test Device During a Linear Impactor Helmet Test,0.7381225102640319
4,"The Immediate Effect of High Power Laser on Quadriceps Muscle Performance in Male Football Players: A Single-Group, Pretest-Posttest Trial",0.7016929279478565
4,A novel test reliably captures hip and knee kinematics and kinetics during unanticipated/anticipated diagonal hops in individuals with anterior cruciate ligament reconstruction,0.5516768126893006
4,Introducing an Activity-Based Balance Index for Soccer Players: A Validity and Reliability Study,0.5483186773543409
4,Biomechanical asymmetries persist after ACL reconstruction: results of a 2-year study,0.51363338108639
4,Kinematic Profile of Visually Impaired Football Players During Specific Sports Actions,0.5002810035572993
4,Performance changes during the off-season period in football players – Effects of age and previous hamstring injury,0.3940260782186018
4,Comparison of the Angular Compartment of Hip Flexion Before and After Training in 11 to 12-Year-old Soccer Players.,0.3886289791477352
5,Protracted Cardiovascular Impairments After Anterior Cruciate Ligament Injury: A Critically Appraised Topic,1.8950636521392015
5,Is Foot Type an Indicator of Anterior Cruciate Ligament Injury in Football Players?,1.8011363979385366
