id,title,date,year,type,abstract
https://openalex.org/W4207058284,"Investigation of the relationship between sit-and-reach flexibility and the height, the leg length and the trunk length in adolescent athletes",2021-12-31,2021,article,"Background: ‪‪The aim of this study is to investigate the relationship between the Sit-and-Reach (SR) test and the height, the leg length, and the trunk length of the male and female adolescent athletes, and to obtain relative SR test results using these anthropometric values. Material and methods: ‪‪Fifty-six adolescent athletes were included in the study. The athletes’ trunk, hip, and hamstring flexibility were evaluated with the SR test (traditional). The height-relative SR, leg length-relative SR and trunk length-relative SR test values were calculated by proportioning each data with the SR test values. Pearson/Spearman correlation analysis were used according to the distribution status. Statistical significance was taken as p&lt;0.05. Results: There was a very strong positive correlation between the traditional SR and all relative SR in female and male athletes (r:0.991/0.996; p&lt;0.05). Traditional values of SR flexibility were similar between genders; however, relative SR according to the height, the trunk length, and the leg length were found to be higher in female athletes. Conclusions: ‪We think that the height-relative SR, leg length-relative SR and trunk length-relative SR values will give more accurate results in comparing trunk, hip, and hamstring flexibility. Therefore, we suggest that flexibility should be evaluated with relative SR tests, and its practical use should be increased."
https://openalex.org/W4205194462,Analysis of Peroperative Lateral Femoral Cortical Burst Complication Related to ToggleLoc with ZipLoop in Anterior Cruciate Ligament Reconstruction,2021-12-31,2021,article,"BACKGROUND/AIMSToggleLoc adjustable loop suspension device is a widely used implant in anterior cruciate ligament (ACL) reconstruction, which offers several advantages.However, peroperative problems related to these devices are not clear.The objective of this study was to report and analyze the peroperative lateral femoral cortical burst complication of ToggleLoc adjustable loop suspension device in ACL reconstruction. MATERIALS AND METHODSFifty-two patients who underwent ACL reconstruction with ToggleLoc device were reviewed for peroperative lateral femoral cortical burst complication.The relation between lateral femoral cortical burst and tunnel position on lateral femoral cortex (condylar-epicondylar) was investigated from patients' records.A case-based analysis was done.Preoperative and postoperative Lysholm scores were also noted. RESULTSPeroperative lateral femoral cortical burst complication was observed in four of 52 patients.In five of the 52 cases, ToggleLoc button was placed over the condylar region, and four of the cases with condylar button placement had the complication.The mean preoperative and postoperative Lysholm scores were 37.98 (min: 26, max: 62) and 91.73 (min: 81, max: 100), respectively. CONCLUSIONToggleLoc button structure and distal loading of tensioning sutures cause increased risk of lateral femoral cortical burst during ACL reconstruction.As a precaution, condylar placement of the femoral tunnel lateral cortical aperture should be avoided."
https://openalex.org/W4206594407,EFFECT OF NEURAC THERAPY ON PLANTAR PRESSURES DISTRIBUTION AND THE CENTER OF GRAVITY OF THE HUMAN BODY,2021-12-31,2021,article,"Nowadays, the pathophysiological posture is a problem for a large part of the population, which leads to a deterioration in the quality of life as a result of functional disorders of the human musculoskeletal system. The aim of the presented article is to point out the effectiveness of movement therapy for the correction of the pelvic position and subsequent adjustment of the body posture, which is evaluated by a change in the distribution of plantar pressures as well as the position of the center of gravity projection. Observations were made on three subjects who reported pain in different areas of the body as a result of incorrect body posture. Input and control measurements were performed on a baropodometer, and Neurac movement therapy in the Redcord system was applied between the individual measurements. The individual exercises were chosen specifically with regard to affect the specific muscle groups. After evaluating the measured data, it can be stated that the selected movement therapy has a significant effect on the correction of pathophysiological position, which is also demonstrated by changing the distribution of plantar pressures, adjusting the position of the center of gravity projection and also significantly eliminating painful symptoms and increasing movement comfort."
https://openalex.org/W4200474076,Evidence for Rehabilitation Interventions After Acute Lateral Ankle Sprains in Athletes: A Scoping Review,2021-12-30,2021,review,"Acute lateral ankle sprain (LAS) is a common injury in athletes and is often associated with decreased athletic performance and, if treated poorly, can result in chronic ankle issues, such as instability. Physical performance demands, such as cutting, hopping, and landing, involved with certain sport participation suggests that the rehabilitation needs of an athlete after LAS may differ from those of the general population.To review the literature to determine the most effective rehabilitation interventions reported for athletes returning to sport after acute LAS.Data Sources: Databases PubMed, Embase, CINAHL, SPORTDiscus, and PEDro were searched to July 2020.A scoping review protocol was developed and followed in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analysis Extension for Scoping Reviews guidelines and registered (https://osf.io/bgek3/). Study selection included published articles on rehabilitation for ankle sprain in an athletic population.Parameters included athlete and sport type, age, sex, intervention investigated, outcome measures, measurement tool, and follow-up period.A qualitative synthesis for all articles was undertaken, and a quantitative subanalysis of randomized controlled trials and critical methodological appraisal was also conducted.A total of 37 articles were included in this review consisting of 5 systematic and 20 narrative reviews, 7 randomized controlled trials, a single-case series, case report, position statement, critically appraised topic, and descriptive study. Randomized controlled trial interventions included early dynamic training, electrotherapy, and hydrotherapy.Early dynamic training after acute LAS in athletes results in a shorter time to return to sport, increased functional performance, and decreased self-reported reinjury. The results of this scoping review support an early functional and dynamic rehabilitation approach when compared to passive interventions for athletes returning to sport after LAS. Despite existing research on rehabilitation of LAS in the general population, a lack of evidence exists related to athletes seeking to return to sport."
https://openalex.org/W4206589421,Reliability and Repeatability of ACL Quick Check®: A Methodology for on Field Lower Limb Joint Kinematics and Kinetics Assessment in Sport Applications,2021-12-30,2021,article,"Anterior cruciate ligament (ACL) lesion represents one of the most dramatic sport injuries. Even though clinical screenings aiming at identifying subjects at risk of injuries are gaining popularity, the use of sophisticated equipment still represents a barrier towards their widespread use. This study aimed to test both reliability and repeatability of a new methodology to assess lower limb joints kinematics and kinetics directly on field with the aid of video cameras and plantar pressure insoles. Ten athletes and one case study (post ACL surgery) were assessed in a gait laboratory, while performing double leg squats, through the simultaneous acquisition of stereophotogrammetry, force plates, commercial video cameras and plantar pressure insoles. Different sources of errors were investigated and both reliability and repeatability analysis performed. Minimum and maximum RMSE values of 0.74% (right knee joint center trajectory) and 64.51%, respectively (ankle dorsi-plantarflexion moment), were detected. Excellent to good correlation was found for the majority of the measures, even though very poor and inverse between-trials correlation was found on a restricted number of trials especially for the ankle dorsi-plantarflexion moment. These findings could be used in combination with already available screening tools in order to provide more repeatable results."
https://openalex.org/W4226315221,,2021-12-30,2021,paratext,"The development and practice of shooting skills in football often involves the use of stationary defenders and inanimate equipment.Previous research has focused on the biomechanical, physiological and psychological aspects of shooting, with less attention being applied to the ecology of shooting within the performance environment.The aim of this study was to identify and analyse Euro 2020 goal scorers' perception of defender proximity between the moment of the assist pass and the finish to offer guidance to coaches when designing shooting practice drills.Using an observation approach, goals scored by one-and two-touch finish (n=67) were analysed.Data collected were the proximity changes between goal scorer and defenders at the moment of the assist pass and finish.Proximity zones were based on the goal scorer's ability to take one, two, or three or more touches before shooting.Intra-rater and inter-rater reliability scores for the observation approach were high.340 defender positions were analysed using dependent samples t-test and results revealed the proximity between goal scorer and defenders to significantly change between the moment of assist pass and finish if the defenders were within a closer proximity.Defender proximity changes outside of a two-touch zone for the goal scorer showed to have no significant impact.Data suggest that the use of stationary defender positions or inanimate equipment may not be effective when performing shooting practice drills due to the proximity changes the goal scorer will experience in the performance environment.Results showed all goals were scored from central pitch positions from assist passes in both central and wide areas.Practical implications are offered to guide coaches in practice drill design to create an ecologically dynamic environment where defenders change position between the moment of assist pass and finish."
https://openalex.org/W4205341392,Reliability of the Hip Extension Lower Exercise as a Measure of Eccentric Hamstring Strength,2021-12-30,2021,article,"Hamstring strain injury (HSI) is a very common lower-body injury in field sports, and eccentric (ECC) hamstring strength is a potential modifiable risk factor, therefore having reliable eccentric hamstring strength assessments is critical. The aim of this study was to access test–retest reliability of the hip extension lower (HEL) exercise as a measure of ECC hamstring strength and inter-limb asymmetries. Twelve male elite level soccer players (mean; age: 21.8 years; height: 180.4 cm; weight: 75.7 kg) volunteered to participate in this study. Participants were from the same soccer club, covered all playing positions, and had no current injury issues. Participants performed two familiarization sessions to acquaint themselves with the device and exercise protocol. During testing, each participant performed three repetitions with 60s intra-set recovery provided. Average and peak force (N) was recorded for both limbs. Testing sessions took place on the same day and time over a two-week pre-season period and followed a full recovery day. Intraclass Correlation Coefficient (ICC), Coefficient of Variation (CV%), Minimal Detectable Change (MDC) and Typical Error (TE) were used to assess reliability. The HEL showed excellent reliability for average force (N) in the left (ICC (95% CI) = 0.9 (0.7–0.97); TE = 14.1 N, CV% = 1.87; MDC = 39.06 N) and right (ICC (95% CI) = 0.91 (0.73–0.97); TE = 20.89 N, CV% = 3.26; MDC = 57.87 N) limb, and also excellent reliability for peak force in the left (ICC (95% CI) = 0.91 (0.71–0.97); TE = 13.55 N, CV% = 1.61; MDC = 57.87 N) and right (ICC (95% CI) = 0.9 (0.7–0.97); TE = 21.70 N, CV% = 3.31; MDC = 60.11 N) limb. This data suggests the HEL as a reliable measure of both ECC hamstring strength and inter-limb asymmetries. Practitioners should consider the HEL as a reliable choice for measuring and monitoring eccentric hamstring strength in their athletes."
https://openalex.org/W4200073770,Examining the Relationship Between a Neuromuscular Control Baseline Battery for Sport-Related Concussion and Anterior Cruciate Ligament Injury Risk,2021-12-30,2021,article,"To examine the relationship between the m-CTSIB and Landing Error Scoring System in a sample of collegiate female athletes.Recent literature has linked concussion and neuromuscular deficits in the lower extremity after injury. Neuromuscular control is frequently assessed using balance measures for concussion, but also dynamically to identify anterior cruciate ligament injury (ACL) risk via jump-landing movement screening.Thirty-nine healthy, collegiate female soccer (n = 22) and volleyball (n = 17) athletes completed the modified-Clinical Test of Sensory Interaction of Balance (m-CTSIB) and the Landing Error Scoring System (LESS). Measures consisted of total m-CTSIB sway index scores on individual conditions (firm surface eyes open [condition 1] and eyes closed [2], foam surface eyes open [3] and eyes closed [4]), m-CTSIB overall score, and total LESS errors. LESS scores were also categorized into a low (0-4 errors) and high (5 + errors) risk to determine if athletes with worse neuromuscular control on the LESS has worse balance on the m-CTSIB. A Spearman's rank-order correlation was conducted to determine the strength of the relationship between LESS and m-CTSIB performance. A series of Mann-Whitney U test were performed to determine differences between low and high LESS performance on m-CTSIB performance.There was a weak, negative correlation between LESS and m-CTSIB performance (rs(37) = -0.153, p = 0.35). Further, there were no differences between the low and high risk LESS groups on sway index scores on conditions 1 (U = 158.5, p = 0.39), 2 (U = 156.0, p = 0.36), 3 (U = 165.5, p = 0.51), or 4 (U = 128.5, p = 0.08), as well as overall m-CTSIB scores (U = 150.5, p = 0.28).There appears to be a lack of relationship between the LESS and m-CTSIB tests, revealing the independence of static and dynamic lower extremity neuromuscular function. Athletes who may be more at risk for ACL injury due to abnormal jump-landing biomechanics, do not differ from low-risk athletes on baseline balance assessment."
https://openalex.org/W4213284077,"Intrusiveness in professional and world tour road cycling: the “Troy horse” playing the role of coaches, head of performance, or sport science professionals",2021-12-30,2021,article,"Cycling is nowadays much better considered than one or two decades ago, after all the doping scandals reached their highest level with Lance Armstrong case (Zabala, 2017). This was called a necessary tsunami that would hurt both some good things but also and mainly really bad things like the doping culture. But before “Armstrong” case, we found “Festina” case in 1998 and later “Puerto” case in Spain in 2006. As Morente-Sánchez and Zabala (2013) pointed out, “Puerto” case was an inflection point in terms of letting all the people know (from cycling world to spectators, sponsors etc) that doping culture was taken as a shame, worse that just cheating. So, the rules were clear for everybody. Then antidoping rules and actions were strictly applied: Whereabouts, biological passport, “no needle policy”… and the creation of organizations as “Movement for a credible cycling” or “Clean cycling” to which different world tour and pro teams were affiliated (not all of them because self-obliged restrictions were sometimes hard to achieve or so believed some managers of important cycling teams). After many years of public punishment, and after suffering “Armstrong” case, cycling seemed to learn from its own mistakes (Morente-Sánchez and Zabala, 2014). Of course, other sports were not “angels”, but cycling was the most exposed sport of all of them. “Fancy bear” hackers club revealed different cases of doping among numerous sports like athletics, gymnastics, football… and a shameful use of the Therapeutic Use Exemption (TUE) politics in favour of very famous and outstanding athletes. Then more actions like banning substances like Tramadol were driven, even if science still suggests that this is not a problem for athletes nowadays as it does not affect negatively cognitive processes and so it cannot be assumed that it could create massive crashes in the peloton (Zandonai et al., 2021), as it is wrongly suggested by some badly documented journalists. Anyway, the most important action was taken by the International Cycling Union (UCI) when they forced the world tour teams to contract coaches and specifically banning doctors to play a role as coaches or being related to the training process. This was called “organizational criterion”, and all the world tour teams must achieve this criterion (as for example the economical criteria) so they could get or maintain the world tour licence (Zabala, 2017).We are not here to talk about this dark past that, by the way, we must know to never forget. We are here to recognize the positive steps that were made, and also to warn about the “Troy horse” that could spoil all these positive advances: this is the attitude that boosted cheating culture in the past that, may be arising again using a different shape. Yes, we are warning about those people that were cheaters in the past and are trying to cheat nowadays. Those are mainly ex-cyclist who were sanctioned for doping and nowadays without the appropriate formation and studies are involved in pro or world tour teams, as well as coaching pro cyclists individually. Also, there are some coaches that are not prepared for such a job, but they are good friends of someone that decides in the team, or pseudo -nutritionist, -biomechanics… and it is said that some banned professionals involved in “Armstrong” case are still coaching in the shadow professional riders.We could “speak louder” but we could not “speak more clearly”. There are different kind of cheaters: those that were objectively dopers-cheaters in the past that are now playing a professional role to which they are not accredited, and those that are just cheating nowadays playing their professional role without the appropriate tittle. We must stand out those that do not own a sport science degree to play the role of a coach for professional athletes or, more obviously, to play the role of a “head of performance” or “sport scientist”. Also, for example, those that work as nutritionists not owning the specific tittle to be working on such a role. Can anyone imagine a doctor with no tittle working in any institution or company? What a paradox! Doctors in the team are banned to take part in cyclists’ training process but someone with no preparation can do it.Maybe the most important aim of this journal is to boost science to be a practical and useful part of professional sport, appealing to the “2.0 cycling”: the integrative, fair and transparent cycling. This was the first editorial of the Journal of science and cycling 10 years ago in 2012 when the journal was launched (Zabala and Atkinson, 2012). Many things have been improved since then, so that we are convinced that cycling is nowadays the cleaner elite sport in the world. But we cannot get slept, we must seek for the highest standards not just for the elite cycling but also for the amateur (Zabala et al., 2016; Fincoeur et al., 2020). Then, we must recognize the “Troy horse” so we can fight it properly. More responsibility and more ethics maybe from those that make the contracts not asking for the necessary tittle? Yes, may be the intruders exist because some managers and CEOs allow them this existence. So let’s be cautious… Troy was conquered, and professional road cycling could be seriously injured again"
https://openalex.org/W4293171705,Effects of plyometric and strength trainings on selected physical fitness variables in Ethiopia youth sport academy female soccer players,2021-12-30,2021,article,"Plyometric is an exercise in which muscles exert force in short intervals of time. Back then, it was only employed in track and field events and was known as “jump training.” The purpose of this study was to investigate the effects of plyometric and strength trainings on selected physical fitness variables in Ethiopia Youth Sport Academy female soccer players. The study used quasi-experimental design. Random sampling technique was used to group the participants into plyometric and strength training groups. Both groups performed selected exercises for consecutive twelve weeks, implemented two days per week and two hours in each session. Paired sample t-test and independent t-test were conducted to analyze the change scores from pre and posttest for all subjects and from separated groups. The paired sample t-test results revealed that players in the plyometric group significantly improved their agility (p&lt;0.05) and explosive power performance (p&lt;0.05) from baseline to the end of the intervention. Whereas, female soccer players in the strength group only improved their explosive power (p&lt;0.05) following twelve-week of strength training intervention. As the independent sample t-test result identified no significant performance difference in agility (p&gt;0.05) and explosive power (p&gt;0.05) performances between the groups. In general, following twelve-week of continuous plyometric and strength trainings the study identified that both training interventions improved the agility and explosive power ability of female soccer players and no significant performance differences had been identified between the two groups."
