id,title,date,year,type,abstract
https://openalex.org/W3120674672,Concussion knowledge and attitudes amongst competitive cyclists,2020-12-31,2020,article,"The purpose of this study was to examine the concussion knowledge and attitudes of UK competitive road cyclists to identify gaps in knowledge and assess attitudes. This was a cross-sectional study using 118 UK competitive cyclists, spanning a range of ages and abilities. An adapted Rosenbaum Concussion Knowledge and Attitudes Survey (RoCKAS) was administered to the participants. The RoCKAS contained separate knowledge and attitude sections (possible scores ranged from 0-33 and 15-75, respectively). A cohort analysis was conducted to examine for differences in attitudes amongst the participants. The mean score for concussion knowledge was 26.4 ± 4.12 and 63.1 ± 6.4 for concussion attitude. Statistically significant differences were found in attitudes between the 49-58 age group and the 19-28 age group (p=0.013). Significant differences were also found between competitive cyclists and recreational cyclists who trained but did not race. The results of this study suggest that UK competitive cyclists have moderate concussion knowledge and good concussion symptom recognition. A cohort analysis shows that youth are less concerned about concussion than older participants and higher ability groups were associated with more dangerous attitudes. These findings can help inform targeted educational interventions in cycling to improve concussion awareness, reporting behaviors, and concussion management behaviors."
https://openalex.org/W3131391899,Korelasi Antara Lompat Vertikal Dengan Performa Sprint 60 Meter Pada Atlet Taekwondo dan Karate,2020-12-31,2020,article,"Taekwondo dan Pencak silat merupaka dua contoh cabang olahraga seni bela diri yang saat ini sedang berkembang saat ini. Maka dari itu, tujuan daripada penelitian ini adalah untuk mengukur serta mengetahui korelasi antara performa lompat vertikal dengan sprint 60 meter pada atlet Taekwondo dan Pencak silat. Seluruh peserta, dibagi menjadi dua kelompok berdasarkan kecabangan mereka, yaitu kelompok Taekwondo (TKW), dan kelompok Pencak silat (PKS). Seluruh peserta diwajibkan untuk melakukan pemanasan secara statis dan dinamis selama minimal 15 menit. Setelah sesi pemanasan selesai, kelompok TKW memulai pertama untuk sesi pengukuran anthropometry, lompat vertikal, dan sprint. Kelompok PKS lebih unggul dalam melakukan performa loncatan, yaitu 57,33 (± 7,73) cm dibandingkan dengan kelompok TKW sebesar 55,78 (± 4,30) cm. Sedangkan untuk hasil sprint 60 meter, menunjukkan bahwa terdapat perbedaan yang signifikan antara sprint 60 meter antara kelompok TKW dan PKS (p = 0,007), dimana kelompok PKS (7,94 ± 0,15) detik lebih cepat dibandingkan dengan kelompok TKW (8,48 ± 0,49) detik. Hasil dalam penelitian ini, menunjukkan bahwa terdapat korelasi antara performa lompat vertikal dengan performa sprint 60 meter, pada atlet Takewondo dan Pencak silat.Taekwondo and Pencak silat are two examples of martial arts sports that are currently being developed. Therefore, the purpose of this study was to measure and determine the correlation between vertical jump performance and 60 meter sprints in Taekwondo and Pencak silat athletes. All participants were divided into two groups based on their branches, namely the Taekwondo group (TKW) and the Pencak silat group (PKS). All participants are required to warm up statically and dynamically for at least 15 minutes. After the warm-up session was over, the TKW group started the first session for anthropometry measurement, vertical jump, and sprint. The PKS group was superior in jumping performance, 57.33 (± 7.73) cm compared to the TKW group of 55.78 (± 4.30) cm. As for the results of the 60 meter sprint, it shows that there were a significant difference between the 60 meter sprint between the TKW and PKS groups (p = 0.007), where the PKS group (7.94 ± 0.15) seconds is faster than the TKW group (8, 48 ± 0.49) seconds. The results in this study indicate that there were a correlation between vertical jump performance and 60 meter sprint performance, for Takewondo and Pencak silat athletes."
https://openalex.org/W4285563458,Material Cultures of Psychiatry,2020-12-31,2020,book-chapter,
https://openalex.org/W4323065277,"Operative Outcome of Ankle Fractures : Audit from Regional Referral Hospital, Oman",2020-12-31,2020,article,
https://openalex.org/W3115218397,Prevalence of early hip OA features on MRI in high-impact athletes. The femoroacetabular impingement and hip osteoarthritis cohort (FORCe) study,2020-12-30,2020,article,
https://openalex.org/W3138271554,,2020-12-30,2020,paratext,"Purpose:The purpose of this study was to profile the physiological characteristics of amateur boxers using a battery of tests designed to assess the physiological and physical demands required for performance.Fifteen junior amateur (age 14.9 ± 2.0 years; stature 164 ± 12 cm; body mass 50.9 ± 11.3 kg) and sixteen senior amateur boxers (n = 16; age 20.5 ± 4.0 years; stature 174 ± 9 cm; body mass 65.2 ± 10.7 kg) provided informed consent to participate in the study.Body composition, squat jump (SJ), countermovement jump (CMJ), 5-and 10 m sprint (5SP/10SP), press up (PU), right and left medicine-ball single-arm throws (MBR, MBL), repeated sprint test (RST) and Yo-Yo intermittent recovery test level 1 (YY) were performed.The likelihood (% chance) of between-group differences were assessed using a magnitude based approach, standardised-difference score (Cohen's d) and 90% confidence intervals [CI].Linear regression (r) was used to examine the association between variables.Results: Senior boxers outperformed (79 to 99% chance) junior counterparts in PU, YY, CMJ, SJ, 10SP, MBL and MBR tests (d ≥ 0.50 [-0.34 to 1.61]).There were very large (r 0.70) correlations between fat free mass, upper-and lower body lean mass and medicine ball throw distance.There were large correlations (r 0.50 to 0.69) between medicine ball throw distance and CMJ, SJ, PU, 5SP and 10SP.Conclusions: A simple and time-effective test battery was able to differentiate performance between junior and amateur boxers.These assessments could be useful when profiling junior and senior amateur boxers."
https://openalex.org/W4230108215,,2020-12-30,2020,paratext,"Problem Statement and Approach: Although balance skills and personality have been explored in the field of sports science, little is known about the relationship between the two factors.This study aims to investigate the association of postural balance with traits of personality and temperament.Materials and Methods: There were 73 participants in the cross-sectional study between ages 16 and 30 years (M = 21.29,SD = 2.47), and 59% were men.Three samples of participants consisted of Elite Athletes (EA, n = 17, 23.29%) in track and field from the Polish National Team, Football Players (FP, n = 32, 43.84%), and the Control Sample (CS, n = 24, 32.88%).Postural control was assessed on a force platform with a sampling frequency of 100 Hz, whereas personality and temperament were measured using the NEO-FFI and FCB-TI.Results: The EA and CS groups were more stable in the medial-lateral (ML) direction than in the FP group.In the anterior-posterior (AP) direction, the athletes from the EA group were more stable than the CS group.Openness to experience and emotional reactivity were associated with centre of pressure (COP) parameters.Discussion: The results of this study showed that EA and CS showed better stability than footballers in both the ML and AP directions.This study indicates that emotional reactivity as a temperamental trait is associated with postural stability.Among the big five traits of personality, openness solely was found to be related to postural balance skills.Openness is strongly linked with intelligence, which is determined by the efficiency and reliability of the central nervous system and the speed of a neural impulse.Additionally, plasticity as a trait includes openness and extraversion (low emotional reactivity) and may explain the relationship of both personality and temperament traits with balance skills.Conclusions: Openness to experience and emotional reactivity can be explained by postural balance skills.Further research should examine the association of balance skills with plasticity and intelligence.The present research may provide useful clues for sport selection and rehabilitation of sport injuries.Development of openness should be supported in team and individual sports that require excellent balance skills, such as track and field, artistic gymnastics, ice skating, and sky jumping."
https://openalex.org/W4234825916,,2020-12-30,2020,paratext,"Explosive force is the ability to increase force or torque as rapidly as possible during a voluntary contraction from a low level or at rest and is primarily quantified as the rate of force development (RFD).A high RFD is considered a determinant of sports performance.Vertical jump has been shown to be dependent on RFD, and this test is widely used to evaluate the explosive strength capability of the lower limbs, as it has been associated with other skills that are determinants in sport such as strength, power, speed, agility and changes of direction.Objective: To know the relationship between jump height (JH) and JH normalized to height subject (JHn) calculated through flight time (FT) and the rate of force development (RFD) of the eccentric braking phase.Method: The sample was of a total of 21 male professional soccer players, from to a first division B team in Chile (age = 24.4 ± 4.0 years; body mass = 76.4 ± 7.1 kg.; height = 1.77 ± 0.08 meters; experience = 7.0 ± 4.5 years).Vertical jump (CMJ) was evaluated using two PASCO PS-2142 force platforms.Statistical tests of association (Pearson's r) and prediction (linear regression) were performed.Results: No significant relationships were found between JH and JHnwith the variables for the RFD of the eccentric braking.Conclusion: From the results found in this study, it is possible to conclude that the jump height calculated through the flight time and normalized to the height of the subject, does not present a significant association with the rate of development of eccentric braking force and normalized to body weight, which allows recognizing that the jump height is not a direct indicator of explosive force of the lower limb."
https://openalex.org/W4240412487,,2020-12-30,2020,paratext,"Paper considers the dynamics of morphological and functional indicators of young football players 10-12 years old.Objective study was conducted among football players of the FC Arsenal.24 football players of 10, 11 and 12 years old took part in it, who train according to the state program for children and youth sports schools of Ukraine.Results: Morphological indicators by age have an uneven tendency to change.Indicators of body weight, chest circumference and anaerobic anabolic (ANAME) and anaerobic metabolic capacity (AME) football players significantly increase every year (р>0,05).An analysis of heart rate data of football players showed that with age, indicators decrease.Arterial systolic pressure (BP syst.) and diastolic pressure (BP diast.)does not increase significantly with age.Conclusions: During the study, body length increased on average from 10 to 11 years (t = 2,10; p <0,05) and from 11 to 12 years (t = 2,01; p <0,05), body weight (t = 2,47; 2.96; p <0,05 -0.01), chest circumference (from 11 to 12 years; t = 2,17; p <0,05), respectively.The indicators of the cardiovascular system significantly improved only in heart rate (from 10 to 11 years; t = 3.07; p <0.001), in BP, ANAME and AME no significant changes were identified.At the same time, indicators of the respiratory system significantly changed in VC (from 11 to 12 years; t = 2,20; p <0,05) and respiratory rate (from 10 to 11 years; t = 3.23; p <0.001).The obtained indicators indicate a moderate load of young football players who train according to the program of the children's and youth sports school, which is important during the formation of functions and systems of the children's body."
https://openalex.org/W4255309058,,2020-12-30,2020,paratext,"Irresponsible diving in places not intended for it may result in serious injuries of thecervical spine and, consequently, in severe and permanent disability.The authors present their own experiences of five years of treating diving-related cervical spine injuries.The majority of these injuries were severe, required surgical treatment, and caused permanent disability.Such injuries concerned young males.The authors also present a systematic review of the literature published overnearly 100 years onthe epidemiology, treatment and the problem of disability of people who sustained diving-related cervical spine injuries.The conclusion is that irresponsible diving in unsuitable places such as unguarded bathing areas on lakes, rivers or even garden poolsmay result in a severe spine injury and permanent disability requiring lifelong rehabilitation and care.Appropriate education seems to play a significant role in prevention."
