_doc_id,_title,_year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic
0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,2019,0.0011259785818365337,0.0011274076569917967,0.5606058879327657,0.0011251051990134623,0.0011310460195091913,0.4348845746098834,2
1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,2019,0.0011468007678551726,0.0011457689012000767,0.0011468182921769436,0.00114590238727373,0.9942672416224105,0.001147468029083598,4
2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,2019,0.004660372192857545,0.0046646012356325655,0.9766754221056881,0.004658056249811994,0.004670944768746952,0.004670603447262869,2
3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,2019,0.0008376305109741013,0.0008390439967842166,0.5649755552263301,0.0008399150442534764,0.4316655844516044,0.000842270770053643,2
4,"Place, Ecological Dynamics and Football",2019,0.001421849107471591,0.0014202097427080797,0.0014188542066564992,0.9929048175342009,0.0014156340327452796,0.0014186353762175748,3
5,The effect of sports shoes on flat foot,2019,0.9913178228560028,0.0017344746367155882,0.0017441982172837947,0.0017325261395579907,0.001738345204287191,0.0017326329461526283,0
6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",2019,0.0021486511560708616,0.0021519081940389183,0.0021534894179501534,0.0021515430805616174,0.0021564084764440473,0.9892379996749344,5
7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,2019,0.0013322994210514356,0.001330209251875889,0.9933439946535509,0.0013341537134632644,0.0013302096375650287,0.0013291333224934492,2
8,Morphofunctional characteristics of amputee soccer players of the Mexican league,2019,0.9897733313809538,0.0020422745235039847,0.002048614788174732,0.0020440511929331975,0.002047062789986034,0.0020446653244482397,0
9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,2019,0.0011185817355893273,0.0011189878904133894,0.1180295545534187,0.001118937915372783,0.5549695612421962,0.32364437666300955,4
