year,doc_id,title,keyword,tfidf
2019,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,u15,0.22688178390468555
2019,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,adductor,0.21873476038231882
2019,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,forces,0.20192532820251455
2019,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,adductor muscle,0.1357421555651665
2019,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,increases,0.12630344054561266
2019,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,stretching,0.4623873140725721
2019,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,static,0.2531472206661351
2019,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,eight weeks,0.18119300498011667
2019,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,jump,0.14818965970274625
2019,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,test,0.14731690618489862
2019,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,economy,0.2617130622797424
2019,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,running economy,0.2617130622797424
2019,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,running,0.20608723006815916
2019,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,research,0.16102299575275655
2019,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,more,0.14838905573628888
2019,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,faster,0.25401768144252307
2019,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,cod,0.2443487257972645
2019,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,performers,0.20646153489789523
2019,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,greater,0.17336184757562004
2019,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,displayed greater,0.15130540389361616
2019,4,"Place, Ecological Dynamics and Football",ecological dynamics,0.43351183697298945
2019,4,"Place, Ecological Dynamics and Football",ecological,0.400395376580816
2019,4,"Place, Ecological Dynamics and Football",dynamics,0.32917312645990354
2019,4,"Place, Ecological Dynamics and Football",place,0.30434401225290186
2019,4,"Place, Ecological Dynamics and Football",theories,0.1715980185346354
2019,5,The effect of sports shoes on flat foot,flat,0.2604240494689088
2019,5,The effect of sports shoes on flat foot,foot,0.2352281947083795
2019,5,The effect of sports shoes on flat foot,shoes,0.21245779859447497
2019,5,The effect of sports shoes on flat foot,sports,0.20322081756839033
2019,5,The effect of sports shoes on flat foot,sole,0.1814209917399668
2019,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",walking football,0.29227136700725626
2019,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",walking,0.20138405404262377
2019,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",playerload,0.17015869743514847
2019,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",mmol,0.17015869743514847
2019,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",rating of,0.16283580404033746
2019,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,heading,0.36207458862212333
2019,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,mo,0.27130562643742717
2019,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,dti,0.23300268370310015
2019,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,radial diffusivity,0.15533512246873346
2019,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,on association,0.15533512246873346
2019,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,somatotype,0.30436700667889444
2019,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,amputee,0.1941818373664498
2019,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,soccer team,0.1695747577444973
2019,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,team,0.14614752825020458
2019,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,bmi,0.14245251318759583
2019,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,plyometric training,0.3483256685880532
2019,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,plyometric,0.2723956843681224
2019,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,sprint speed,0.18688610616145815
2019,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,of bias,0.18688610616145815
2019,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,bias,0.16326044187573538
2019,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,workload,0.32733915358771876
2019,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,severity,0.24323226288491123
2019,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,injury tissue,0.21554827289687778
2019,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,tissue type,0.21554827289687778
2019,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,injury severity,0.20627511566868703
2019,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,asymmetry,0.42975028250021086
2019,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,fms,0.30958667704220233
2019,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,sh,0.25171104826764024
2019,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,between fms,0.18878328620073015
2019,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,lt,0.18071656038290576
2019,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,ndl,0.2707331407325987
2019,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,recreational athletes,0.23642890022703802
2019,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,recreational,0.22174406898553994
2019,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,dl,0.20222495230995885
2019,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,abduction,0.1869040186181091
2019,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,electrolysis,0.3028052785758329
2019,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,percutaneous,0.28977821544968496
2019,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,lesion,0.28463172109414053
2019,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,to competition,0.15140263928791645
