_doc_id,_title,_year,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic
322,Reliability and Validity of the Portable KForce Plates for Measuring Countermovement Jump (CMJ),2023,0.0013015302581167534,0.0013055277361490758,0.0013019818379724577,0.0013001209111435808,0.5802300077673261,0.414560831489292,4
323,Effect of lace-up ankle brace on the tibiotalar and subtalar joint during the landing,2023,0.001233997393996639,0.001233033027520155,0.0012381475530770217,0.993826626995849,0.001233059814123137,0.0012351352154340233,3
324,Neuromuscular Training in Football: A Literature Review,2023,0.0012899097138665304,0.6665331465725325,0.0013008942320466743,0.001303458691753023,0.0012886115383915582,0.32828397925140984,1
325,"Positional Comparison of Footballers' Ball Kicking Techniques, Leg Strength and Shooting Accuracy Percentages",2023,0.0012225641058365366,0.8953188340220878,0.0012212336377316875,0.09978959729759362,0.0012232418504492181,0.0012245290863010937,1
326,Influence of a football match on landing biomechanics and jump performance in female football players,2023,0.0013410398297175384,0.6679916277530547,0.0013381935617500244,0.3266442846231826,0.0013439822090179736,0.0013408720232770343,1
327,Injuries in professional women’s elite soccer players in Kosovo: epidemiological injury study,2023,0.0009674163930398646,0.6184547546932295,0.0009619434602591605,0.0009649934651511144,0.000963192909754209,0.3776876990785662,1
328,The Football Players on Plyometric Exercise: A Systematic Review,2023,0.0008638404759548676,0.31540465054185435,0.0008671633728892831,0.000864108597425088,0.0008647890944343637,0.6811354479174421,5
329,Correlation between momentum and ball speed in shooting movements of female futsal players,2023,0.0015690491257400552,0.735893328043667,0.07774280410881126,0.05795557554512342,0.12526522519053074,0.0015740179861276286,1
330,Infrared thermography in the diagnosis of Achilles tendinitis. A randomized double-blind pilot clinical trial,2023,0.0009189524655924026,0.0009219086574847553,0.995407434787749,0.0009179506242794532,0.0009161636089225836,0.0009175898559717172,2
331,Short-Term Effects of Lower-Extremity Heavy Resistance versus High-Impact Plyometric Training on Neuromuscular Functional Performance of Professional Soccer Players,2023,0.0007816431305047282,0.996090037717841,0.000781582951183246,0.0007830195850762435,0.0007817923675671049,0.0007819242478277384,1
332,Neuromuscular Response during Different Side-Cutting Maneuvers and Its Influence on the Risk of Knee Injuries,2023,0.0013992750782220375,0.9930012897667486,0.0013988995530725171,0.0014032488035485085,0.0013964422077705355,0.0014008445906377397,1
333,Anterior cruciate ligament injuries in female athletes,2023,0.6323701200831879,0.12799355269698912,0.23694792992370564,0.0008945959298086274,0.0008967000187101461,0.0008971013475984272,0
334,The Effect of Ball Heading and Subclinical Concussion On the Neuromuscular Control Of The Lower Limb: A Systematic Review,2023,0.003313779741611545,0.35427276446174266,0.25422053058241817,0.0033116898763685017,0.0032882027950468587,0.38159303254281235,5
335,"Kinematics, Kinetics and Muscle Activity Analysis during Single-leg Drop-jump Landing Followed by an Unanticipated Task: Focusing on Differences in Neurocognitive Function",2023,0.0008849985635686381,0.000887621041379512,0.36986065822502884,0.6265975327465144,0.0008864545901244078,0.0008827348333841841,3
336,"Does Restricted Ankle Joint Mobility Influence Hamstring Muscle Strength, Work and Power in Football Players after ACL Reconstruction and Non-Injured Players?",2023,0.0008883064781101012,0.3760048668563467,0.000886337170618296,0.4666232497817145,0.0008815932180550456,0.15471564649515548,3
337,Effects of Soccer Cleats Worn vs Lower Extremity Injuries in the English Premier League,2023,0.5187850989382435,0.3055760743145476,0.0006847000614208452,0.0006858080050482077,0.0006855702735229111,0.17358274840721694,0
338,Effectiveness of muscle energy techniques and friction massage in hamstring tightness amongst young athletes of Pakistan,2023,0.0007249909397579366,0.3237795176440873,0.673324117126567,0.0007232520344566831,0.0007250551511917653,0.000723067103939224,2
339,The Effect of Estrogen on Anterior Cruciate Ligament Structure and Function: A Systematic Review,2023,0.3121333613467267,0.0037276563960960338,0.6729558611241758,0.0037361517753096624,0.003721823688336963,0.003725145669354751,2
340,Relation of Jump and Change of Direction Inter-Limb Asymmetries with Fitness in Youth Male Soccer Players,2023,0.001171680482855434,0.9941228513765054,0.001171316912618924,0.001184960066668246,0.0011746123682815082,0.0011745787930704712,1
341,An Overview of Machine Learning Applications in Sports Injury Prediction,2023,0.7557359985026483,0.0011184688879790623,0.0011233522639672812,0.0011166512240542053,0.0011206039890520997,0.23978492513229904,0
342,Cleat-surface Interface and Lower Extremity Injuries,2023,0.001338939548275563,0.4785426076258518,0.0013320556022698843,0.0013391434744177068,0.2004637134655652,0.3169835402836198,1
343,The effects of resistance training on jumping and selected power variables of the lower limbs in female soccer players,2023,0.001210938554455644,0.9650005179960816,0.03013765609621333,0.0012151413017982633,0.0012228584714359322,0.001212887580015112,1
344,The relationships between ACTN3 rs1815739 and PPARA-α rs4253778 gene polymorphisms and athletic performance characteristics in professional soccer players,2023,0.0006446421837015934,0.9967734505467726,0.0006465146126298511,0.0006446303605658368,0.0006450638364521051,0.0006456984598778819,1
345,Summary of Poster Abstracts,2023,0.0005482767491791634,0.0005472603309382994,0.0005468156424135271,0.0005502483865667182,0.9972603188463363,0.0005470800445661085,4
346,Exploring the Role of Sprint Biomechanics in Hamstring Strain Injuries: A Current Opinion on Existing Concepts and Evidence,2023,0.0019142112686513408,0.0019084858168061866,0.4818910670044029,0.5104682009596622,0.0019044892487931565,0.0019135457016843439,3
347,Contemporary practices of physical trainers in professional soccer: A qualitative study,2023,0.0010910348600898414,0.0010954528322169755,0.9945404767749012,0.0010891365285141106,0.0010900192586028705,0.0010938797456749498,2
348,Hamstring Injury Rehabilitation in the Female Athlete. A Clinical Case,2023,0.9828954530511953,0.003418756775021996,0.0034275472345655514,0.0034231366942266066,0.0034132188568141764,0.003421887388176413,0
349,"Review on Wearable Technology in Sports: Concepts, Challenges and Opportunities",2023,0.0012306043098013638,0.0012253205341543596,0.0012280947332300137,0.0012234818681816986,0.4053850400176404,0.5897074585369921,5
350,Development of a Cutting Technique Modification Training Program and Evaluation of its Effects on Movement Quality and Cutting Performance in Male Adolescent American Football Players,2023,0.0014953328097841393,0.47848584360190766,0.0014988840245219828,0.2671764781639981,0.24984281132882266,0.0015006500709655042,1
351,The Effects of Fatigue on the Lower Limb Biomechanics of Amateur Athletes during a Y-Balance Test,2023,0.0012236319950148828,0.23938020343356867,0.0012155227981395888,0.611574972407024,0.00122706582682578,0.14537860353942703,3
352,Using machine learning to determine the positions of professional soccer players in terms of biomechanical variables,2023,0.0015263435314628877,0.3624266950365065,0.001526788102894399,0.22769739064418004,0.23092907128182177,0.17589371140313448,1
353,Different Biomechanics in Football Shooting Using Inside and Instep Kick,2023,0.0014234571134011395,0.0014305912916148934,0.0014225209760934964,0.19986310820937753,0.32685553845028736,0.46900478395922546,5
354,"Cryo plus Ultrasound Therapy, a Novel Rehabilitative Approach for Football Players with Acute Lateral Ankle Injury Sprain: A Pilot Randomized Controlled Trial",2023,0.13239045250562428,0.2514671795552634,0.0012163789265428567,0.00121815777858088,0.001215833531848314,0.6124919977021404,5
355,Repetitive mild traumatic brain injury-induced neurodegeneration and inflammation is attenuated by acetyl-L-carnitine in a preclinical model,2023,0.001094899495016849,0.0010893772180241583,0.0010905400424191095,0.9945506593044539,0.0010861055142249569,0.0010884184258610084,3
356,Trunk and Lower Extremity Biomechanics in Female Athletes With and Without a Concussion History,2023,0.41073083022433365,0.005418204485259814,0.1888141532657037,0.38421075360662127,0.005397988190317671,0.005428070227763939,0
