year,doc_id,title,keyword,tfidf,cluster
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,variability,0.26209168407168826,0
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,coordination,0.22723780692265544,4
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,loading,0.18124856221859928,0
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,run,0.17740561713581293,0
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,joint,0.17668464851933866,1
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,pjt,0.27211881372082886,0
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,in basketball,0.2626300224153954,0
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,on physical,0.22910224488533915,4
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,basketball players,0.22540223745698013,0
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,physical fitness,0.21591344615154665,4
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,fatigue,0.48439395199407176,0
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,fatigue protocol,0.1637679950356717,0
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,parameters,0.1381150082071118,0
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,fatigue related,0.1331524150100919,3
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,kinematic parameters,0.1229807511667383,0
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,laser,0.27721171920156573,0
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,one session,0.15463472428856145,4
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,session of,0.14798214437226684,4
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,on quadriceps,0.14798214437226684,0
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,ybt,0.1350411615715935,0
2020,4,"Place, Ecological Dynamics and Football",italy,0.6469367621824019,0
2020,4,"Place, Ecological Dynamics and Football",december,0.3121890288108044,0
2020,4,"Place, Ecological Dynamics and Football",author,0.3121890288108044,0
2020,4,"Place, Ecological Dynamics and Football",center,0.21382810398045685,0
2020,4,"Place, Ecological Dynamics and Football",affiliations,0.1690049976579447,4
2020,5,The effect of sports shoes on flat foot,indeed,0.16910292093765908,0
2020,5,The effect of sports shoes on flat foot,acl,0.1464319109642245,0
2020,5,The effect of sports shoes on flat foot,return to,0.13816772047738185,3
2020,5,The effect of sports shoes on flat foot,return,0.13583266936123645,3
2020,5,The effect of sports shoes on flat foot,important to,0.1284028080230237,3
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",ergonomic,0.3778957189086015,0
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",of indonesian,0.25193047927240103,0
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",machines,0.24109211386372018,0
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",rolling,0.24109211386372018,0
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",indonesian,0.24109211386372018,0
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,ci lt,0.2542394487791977,0
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,es ci,0.24330174860441614,0
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,rsa,0.24330174860441614,0
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,es,0.23798274869019917,0
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,ci,0.23496737785941554,0
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,runners,0.45011778405402236,0
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,aerial,0.36025459918800135,0
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,force,0.21128697162350868,6
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,vs,0.205545521147492,0
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,horizontal,0.19121826103993023,0
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,turf,0.30498501186877924,3
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,sprint,0.27026122957942317,1
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,natural,0.24935491527842685,3
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,sand,0.21349709053994478,0
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,artificial turf,0.18919985901318614,3
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,enhancement,0.19549736032391998,1
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,performance enhancement,0.19549736032391998,6
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,football,0.18887576339051915,6
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,injuries,0.15630938687611415,0
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,injuries are,0.14677809240459982,0
2020,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,sprint,0.24638576988426988,1
