year,doc_id,title,keyword,tfidf
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,variability,0.26209168407168826
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,coordination,0.22723780692265544
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,loading,0.18124856221859928
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,run,0.17740561713581293
2020,0,Groin Injuries in Soccer: Investigating the Effect of Age on Adductor Muscle Forces,joint,0.17668464851933866
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,pjt,0.27211881372082886
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,in basketball,0.2626300224153954
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,on physical,0.22910224488533915
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,basketball players,0.22540223745698013
2020,1,FUTBOLCULARDA 8 HAFTALIK STATİK GERME ANTRENMANLARININ SIÇRAMA PERFORMANSINA ETKİLERİ,physical fitness,0.21591344615154665
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,fatigue,0.48439395199407176
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,fatigue protocol,0.1637679950356717
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,parameters,0.1381150082071118
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,fatigue related,0.1331524150100919
2020,2,Ventilatory responses to aerobic endurance fitness and running economy in footballers; are there any differences between players’ positions,kinematic parameters,0.1229807511667383
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,laser,0.27721171920156573
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,one session,0.15463472428856145
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,session of,0.14798214437226684
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,on quadriceps,0.14798214437226684
2020,3,Biomechanical Determinants of the Modified and Traditional 505 Change of Direction Speed Test,ybt,0.1350411615715935
2020,4,"Place, Ecological Dynamics and Football",italy,0.6469367621824019
2020,4,"Place, Ecological Dynamics and Football",december,0.3121890288108044
2020,4,"Place, Ecological Dynamics and Football",author,0.3121890288108044
2020,4,"Place, Ecological Dynamics and Football",center,0.21382810398045685
2020,4,"Place, Ecological Dynamics and Football",affiliations,0.1690049976579447
2020,5,The effect of sports shoes on flat foot,indeed,0.16910292093765908
2020,5,The effect of sports shoes on flat foot,acl,0.1464319109642245
2020,5,The effect of sports shoes on flat foot,return to,0.13816772047738185
2020,5,The effect of sports shoes on flat foot,return,0.13583266936123645
2020,5,The effect of sports shoes on flat foot,important to,0.1284028080230237
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",ergonomic,0.3778957189086015
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",of indonesian,0.25193047927240103
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",machines,0.24109211386372018
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",rolling,0.24109211386372018
2020,6,"The Physiological, Physical, and Biomechanical Demands of Walking Football: Implications for Exercise Prescription and Future Research in Older Adults",indonesian,0.24109211386372018
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,ci lt,0.2542394487791977
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,es ci,0.24330174860441614
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,rsa,0.24330174860441614
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,es,0.23798274869019917
2020,7,BDNF Val66Met Positive Players Demonstrate Diffusion Tensor Imaging Consistent With Impaired Myelination Associated With High Levels of Soccer Heading: Indication of a Potential Gene-Environment Interaction Mechanism,ci,0.23496737785941554
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,runners,0.45011778405402236
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,aerial,0.36025459918800135
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,force,0.21128697162350868
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,vs,0.205545521147492
2020,8,Morphofunctional characteristics of amputee soccer players of the Mexican league,horizontal,0.19121826103993023
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,turf,0.30498501186877924
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,sprint,0.27026122957942317
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,natural,0.24935491527842685
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,sand,0.21349709053994478
2020,9,The Effects of Lower-Extremity Plyometric Training on Soccer-Specific Outcomes in Adult Male Soccer Players: A Systematic Review and Meta-Analysis,artificial turf,0.18919985901318614
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,enhancement,0.19549736032391998
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,performance enhancement,0.19549736032391998
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,football,0.18887576339051915
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,injuries,0.15630938687611415
2020,10,Workload and Injury in Professional Soccer Players: Role of Injury Tissue Type and Injury Severity,injuries are,0.14677809240459982
2020,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,sprint,0.24638576988426988
2020,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,sprint performance,0.20640735173317173
2020,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,heavy,0.19463629726911066
2020,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,resistance,0.16350564242166835
2020,11,Lower limb strength asymmetry and Functional Movement Screen values in professional soccer players,velocity,0.1471026546442785
2020,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,sprint,0.24638576988426988
2020,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,sprint performance,0.20640735173317173
2020,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,heavy,0.19463629726911066
2020,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,resistance,0.16350564242166835
2020,12,Difference in leg asymmetry between female collegiate athletes and recreational athletes during drop vertical jump,velocity,0.1471026546442785
2020,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,sprint,0.24638576988426988
2020,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,sprint performance,0.20640735173317173
2020,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,heavy,0.19463629726911066
2020,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,resistance,0.16350564242166835
2020,13,Percutaneous needle electrolysis and exercise reduce the time for return to competition after an injury to the hamstrings: Two cases in professional football players,velocity,0.1471026546442785
2020,14,Statistical Parametric Mapping을 이용한 시상면에서의 양발 착지와 외발 착지의 전략 차이,sprint,0.24638576988426988
2020,14,Statistical Parametric Mapping을 이용한 시상면에서의 양발 착지와 외발 착지의 전략 차이,sprint performance,0.20640735173317173
2020,14,Statistical Parametric Mapping을 이용한 시상면에서의 양발 착지와 외발 착지의 전략 차이,heavy,0.19463629726911066
2020,14,Statistical Parametric Mapping을 이용한 시상면에서의 양발 착지와 외발 착지의 전략 차이,resistance,0.16350564242166835
2020,14,Statistical Parametric Mapping을 이용한 시상면에서의 양발 착지와 외발 착지의 전략 차이,velocity,0.1471026546442785
