year,doc_id,title,keyword,tfidf,cluster
2022,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,strength kg,0.2321424061006538,5
2022,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,kg,0.20405876563957848,5
2022,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,length,0.20009873072188197,5
2022,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,strength,0.1832692221669531,5
2022,0,An examination of some physiological and anthropometric characteristics of 10-12 year-old soccer players,cm,0.16203004568514134,5
2022,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",skills,0.4002254096614166,5
2022,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",shooting skills,0.3191514354908295,5
2022,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",shooting,0.2926162444808012,5
2022,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",mental,0.2747265431568491,1
2022,1,"The effect of eye-foot coordination, leg muscle strength and mental skills on the shooting skills of bangka football school athletes",eye,0.2292500294971203,5
2022,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,postural,0.33881321872753545,5
2022,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,postural control,0.3225345495886448,5
2022,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,square,0.2575675556057468,5
2022,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,control,0.2307057328832655,5
2022,2,A 6-Week Nine-Square Exercise Programme for Collegiate Athletes with Chronic Ankle Instability: A Randomised Controlled Trial,nine,0.22935383937656942,5
2022,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",estimation,0.31946719919440386,3
2022,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",pose estimation,0.2638903167214533,3
2022,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",estimation models,0.2513007373910115,3
2022,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",pose,0.23636804884301724,5
2022,3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",models,0.20525958495035787,5
2022,4,Sport-related concussion attitudes and knowledge in elite English female footballers,concussion,0.41680984042811525,3
2022,4,Sport-related concussion attitudes and knowledge in elite English female footballers,attitudes,0.33513965701121345,5
2022,4,Sport-related concussion attitudes and knowledge in elite English female footballers,knowledge,0.2718666761265532,5
2022,4,Sport-related concussion attitudes and knowledge in elite English female footballers,src,0.21015008455626322,5
2022,4,Sport-related concussion attitudes and knowledge in elite English female footballers,cai,0.1554155482633151,5
2022,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,cm,0.3421640019024171,5
2022,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,physiotherapy,0.22157119868996794,5
2022,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,points of,0.2086357618473015,5
2022,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,cm above,0.2086357618473015,5
2022,5,Physiotherapy Rehabilitation Management on Phase I of Post Operative Anterior Cruciate Ligament Reconstruction: A Case Report,aclr,0.18407552543107922,3
2022,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",src,0.5458587172111643,5
2022,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",in src,0.2532408690314798,5
2022,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",concussion,0.19684571044243174,3
2022,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",management,0.1395713490865746,5
2022,6,"Sports-related concussion: assessing the comprehension, collaboration, and contribution of chiropractors",allied health,0.1266204345157399,5
2022,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,fascicle,0.3207054625450375,5
2022,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,plantar fascia,0.3207054625450375,1
2022,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,fascia,0.3006850570323389,5
2022,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,plantar,0.228282618083844,1
2022,7,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,lateral,0.21720480554557775,5
2022,8,Sport and non-specific low back pain in athletes: a scoping review,lbp,0.2913088342743196,5
2022,8,Sport and non-specific low back pain in athletes: a scoping review,ns,0.2330470674194557,5
2022,8,Sport and non-specific low back pain in athletes: a scoping review,scr,0.18252690059204252,5
2022,8,Sport and non-specific low back pain in athletes: a scoping review,studies,0.13563413403643515,4
2022,8,Sport and non-specific low back pain in athletes: a scoping review,reviews,0.12242034804962991,5
2022,9,Hamstring Rehabilitation Scholarship,x0d,0.2732330152813055,5
2022,9,Hamstring Rehabilitation Scholarship,journal,0.23694842027972968,5
2022,9,Hamstring Rehabilitation Scholarship,journal of,0.2116306124464186,5
2022,9,Hamstring Rehabilitation Scholarship,of bibliometric,0.1813807973734396,5
2022,9,Hamstring Rehabilitation Scholarship,x0d x0d,0.1813807973734396,5
2022,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,of consciousness,0.3918294346504076,5
2022,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,consciousness,0.3783679046531706,5
2022,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,loss of,0.2706568508939042,5
2022,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,impacts,0.24997855716528525,3
2022,10,The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,loss,0.23214957614599172,5
2022,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,recurrent,0.29696371335973054,5
2022,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,rr ci,0.2660018748055841,5
2022,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,rr,0.2547198110954274,5
2022,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,concussion,0.20676491999644445,3
2022,11,Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,sex,0.19974991545874485,5
2022,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,poses,0.36807004117625086,5
2022,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,pose,0.259996634417293,5
2022,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,feedback,0.2389295959465371,5
2022,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,human,0.2252537197318875,5
2022,12,PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,attributes,0.20509796228678734,5
2022,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,left,0.2745648758227073,5
2022,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,reach,0.21518987445238524,5
2022,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,peak power,0.18474524036363923,5
2022,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,anaerobic,0.17429580491799523,5
2022,13,The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,reach distance,0.15234627166355982,5
2022,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,cg,0.31195140658167525,5
2022,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,all performance,0.2408179174849687,5
2022,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,group,0.21444134233235004,5
2022,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,in cg,0.15502965114233697,5
2022,14,The effects of repeated backward running training on measures of physical fitness in youth male soccer players,group analysis,0.15052305559696771,5
2022,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,sl,0.3471583225295994,5
2022,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,movement quality,0.24703369458647986,5
2022,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,pre to,0.20224001446702303,5
2022,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,to post,0.19268596637419877,5
2022,15,The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,cg,0.16765287345484134,5
2022,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,organization,0.2975131125645166,3
2022,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,traumatic,0.207999345542383,5
2022,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,knee,0.16512685846815972,0
2022,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,traumatic knee,0.1608721466893669,0
2022,16,STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,peculiarities,0.1540490000124285,5
2022,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,ankle,0.26929208643233543,5
2022,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,supports,0.25358396856195864,5
2022,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,excursion,0.22146265801822718,3
2022,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,plane,0.20832340043320566,1
2022,17,External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,angle at,0.1845522150151893,5
2022,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",stature,0.32860448273403514,5
2022,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",cm,0.28739788264495775,5
2022,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",playing time,0.24400499102522707,5
2022,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",cm cm,0.1830037432689203,5
2022,18,"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",defending,0.1830037432689203,5
2022,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,program,0.19671657599893594,5
2022,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,injury,0.19277402872812074,6
2022,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,acl injury,0.19259939937835055,6
2022,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,medical,0.18440641195198978,5
2022,19,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,prevention program,0.17710167774177982,3
2022,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,tape,0.3161804658010328,5
2022,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,taping,0.2903436769330254,5
2022,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,fasciitis,0.2064503506910627,5
2022,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,pain intensity,0.2064503506910627,5
2022,20,The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,posture index,0.1935624512886836,5
2022,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,rmse,0.5389433572128691,5
2022,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,rfs,0.3884012423928002,5
2022,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,imus,0.18378235037612295,5
2022,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,rmse between,0.15751307842019222,5
2022,21,Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,frontal transverse,0.15751307842019222,1
2022,22,"Muscle Injury in Sports Activity - Etiology, Classification and Treatment",injury can,0.1987272926198278,6
2022,22,"Muscle Injury in Sports Activity - Etiology, Classification and Treatment",recovery,0.17191204211898967,5
2022,22,"Muscle Injury in Sports Activity - Etiology, Classification and Treatment",physical therapy,0.16287561313101545,5
2022,22,"Muscle Injury in Sports Activity - Etiology, Classification and Treatment",therapy,0.14620553149545165,5
2022,22,"Muscle Injury in Sports Activity - Etiology, Classification and Treatment",can,0.14234567890229274,5
2022,23,The perception of injury risk and prevention among football players: A systematic review,perceptions,0.3053559766612331,3
2022,23,The perception of injury risk and prevention among football players: A systematic review,risk prevention,0.2093674819131665,3
2022,23,The perception of injury risk and prevention among football players: A systematic review,risk,0.1803522930755652,5
2022,23,The perception of injury risk and prevention among football players: A systematic review,injury risk,0.16555081387701595,6
