cluster,title,tfidf
0,Analyzing the Relationship Between Game Factors and Psychological Pressure During a Penalty Kick,0.7233478049678082
0,"A comparative study of instep kicking swings, ball impacts, and ball speeds in male and female football players",0.6416177421561345
0,Analisis gerakan tendangan instep pada atlet sepakbola dalam peningkatan performa,0.5691437267891286
0,Is the Rotatory Knee Stability Immediately Decreased Following a Competitive Soccer Match?,0.5022255363124133
0,The effect of TRX suspension trainer and BOSU platform after reconstruction of anterior cruciate ligament of the knee joint,0.49466630330640826
0,Research Dominance Definitions May Not Identify Higher Risk Limb for Anterior Cruciate Ligament Injury in NCAA D3 Student-Athletes,0.4423649464200229
0,Angular Velocities and Linear Accelerations Derived from Inertial Measurement Units Can Be Used as Proxy Measures of Knee Variables Associated with ACL Injury,0.42096858901710876
0,Automatic Markerless Motion Detector Method against Traditional Digitisation for 3-Dimensional Movement Kinematic Analysis of Ball Kicking in Soccer Field Context,0.40786282601506774
0,Perceiving the inertial properties of actions in anticipation skill,0.4048869275011102
0,An Infrapatellar Fat Pad Tear in a High School Football Player: A Case Report,0.3682371657262812
1,Weekly Training Load across a Standard Microcycle in a Sub-Elite Youth Football Academy: A Comparison between Starters and Non-Starters,0.7855640268352128
1,Plantar Fasciitis in Soccer Players—A Systemic Review,0.7118107159577978
1,"Utility of 2D Video Analysis for Assessing Frontal Plane Trunk and Pelvis Motion during Stepping, Landing, and Change in Direction Tasks: A Validity Study",0.6807472345987294
1,"Mental fatigue and ball sports: a narrative review focused on physical, technical, and tactical performance",0.6768057146275601
1,Biomechanical and Neuromuscular Performance Requirements of Horizontal Deceleration: A Review with Implications for Random Intermittent Multi-Directional Sports,0.6254321637539534
1,REPERCUSSIONS OF BALANCE TRAINING ON SOCCER PLAYERS’ LOWER LIMB INJURIES,0.6214840682027298
1,"The effect of pes planus on the biomechanics of the lower extremity, balance, fall risk, and performance",0.5773042627043689
1,Development of balance training program to improve balance control among Malaysian sports schools athletes,0.5549366773180477
1,Anterior Cruciate Ligament Reconstruction And Alterations In Biomechanical Landing-stability And Decision-making Quality During Unanticipated Jump-landings,0.5524963578976507
1,Plantar Fascia Lateral Fascicle Rupture: How Severe Can It Be?,0.5489880806288815
2,Comparison of Knee Joint Proprioception and Balance between Soccer and Volleyball Players and Non-athletes,0.6026614017467447
2,FITNESS TRAINING FOR COLLEGE SOCCER PLAYERS,0.5402994613606931
2,Exploring the Effects of a Neck Strengthening Program on Purposeful Soccer Heading Biomechanics and Neurocognition,0.2964188769651749
2,LAB-CONTROLLED SOCCER: A REVIEW OF SOCCER MATCH-PLAY SIMULATIONS,0.28994284503088247
2,Finite Element Analysis of Soccer Ball-Related Ocular and Retinal Trauma and Comparison with Abusive Head Trauma,0.2830999504944279
2,Assessment of brain injury biomechanics in soccer heading using finite element analysis,0.2520904721942175
2,Is the Rotatory Knee Stability Immediately Decreased Following a Competitive Soccer Match?,0.22327393227055548
2,Study on stress and motor fitness ability among married and unmarried soccer players,0.2007497429363599
2,Exploring trends of running performance during matches of professional soccer players in Montenegro: A longitudinal study,0.19082321027612334
2,What are the significant turning demands of match play of an English Premier League soccer team?,0.18845511479768323
3,Rehabilitation following surgical reconstruction for anterior cruciate ligament insufficiency: What has changed since the 1960s?—State of the art,1.063295802585308
3,Effects of foot progression angle on kinematics and kinetics of a cutting movement,0.8902867426338226
3,Push-Off Dynamics Reveal Task-Independent Alterations in Athletes Returning to Sport after ACL Reconstruction,0.8770575931467675
3,"Estimating Ground Reaction Forces from Two-Dimensional Pose Data: A Biomechanics-Based Comparison of AlphaPose, BlazePose, and OpenPose",0.8346582533068687
3,Comparison of a computer vision system against three-dimensional motion capture for tracking football movements in a stadium environment,0.8211354237230548
3,Anatomic anterior cruciate ligament reconstruction: Freddie Fu's paradigm,0.7923269830696358
3,The effect of physical fatigue on the performance of soccer players: A systematic review,0.7918025096985704
3,Assessment of Fatigue and Recovery in Sport: Narrative Review,0.7061165240544238
3,Perceptual-Cognitive Tasks Affect Landing Performance of Soccer Players at Different Levels of Fatigue,0.7021985793992509
3,"Effects of Pre-Collegiate Sport Specialization on Cognitive, Postural, and Psychological Functions: Findings from the NCAA-DoD CARE Consortium",0.6821281512800244
4,Athletic Pubalgia: A Clinical Reform,0.702442406520356
4,Are sprint accelerations related to groin injuries? A biomechanical analysis of adolescent soccer players,0.6926381132846058
4,FINITE ELEMENT ANALYSIS OF A KNEE JOINT DURING JUMP,0.5469183661501167
4,Between-Limb Symmetry in ACL and Tibiofemoral Contact Forces in Athletes After ACL Reconstruction and Clearance for Return to Sport,0.5385292269793134
4,Big picture transdisciplinary practice - extending key ideas of a Department of Methodology towards a wider ecological view of practitioner-scientist integration,0.4718481848380154
4,Repeatability of a piezoelectric force platform to measure impact metrics for a single model of football,0.4392232673373591
4,Time passes – healthy habits stay?,0.43035136613324587
4,Injury-Inciting Activities in Male and Female Football Players: A Systematic Review,0.423171968527375
4,Don’t Peak Too Early: Evidence for an ACL Injury Prevention Mechanism of the 11+ Program,0.3821498305500946
4,Common Sports Injury in Football Players: A Review,0.3819327417662721
5,EFFECTS OF A PROPHYLACTIC KNEE SLEEVE ON THE ANTERIOR CRUCIATE LIGAMENT AND LOWER EXTREMITY BIOMECHANICS: AN EXAMINATION USING MUSCULOSKELETAL SIMULATION,2.039600337582587
5,Acute Effects of Partial Range of Motion Resistance Training and Increases in Blood Lactate Impact Accuracy of Penalty Kicks in Soccer Players,1.7934500372168487
5,"Dehydration, Wellness, and Training Demands of Professional Soccer Players during Preseason",1.7916280645356482
5,A Narrative Review of the Current State of Extended Reality Technology and How it can be Utilised in Sport,1.732277736175975
5,Body Pose Estimation Integrated With Notational Analysis: A New Approach to Analyze Penalty Kicks Strategy in Elite Football,1.6742130980476095
5,Could hand-eye laterality profiles affect sport performance? A systematic review,1.621962719195162
5,Does transforming subjective measures of load better represent training and match-play intensity in youth soccer players?,1.6090180416394315
5,Sports Medicine and Movement Sciences,1.5778617093259126
5,Are cam morphology size and location associated with self‐reported burden in football players with FAI syndrome?,1.5334031901101923
5,Ready for impact? A validity and feasibility study of instrumented mouthguards (iMGs),1.5084366810239167
6,Mechanisms of Hamstring Injury in Professional Soccer Players: Video Analysis and Magnetic Resonance Imaging Findings,0.6344423673557724
6,A Systematic Review of the Relationship between Workload and Injury Risk of Professional Male Soccer Players,0.5860639820715415
6,Anterior Cruciate Ligament Injury and Return to Sport: A Commentary on the Different Factors Impacting the Relation,0.3886973612652969
6,Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,0.3853734281064713
6,Association between Inter-Limb Asymmetries in Lower-Limb Functional Performance and Sport Injury: A Systematic Review of Prospective Cohort Studies,0.3344010891794654
6,Preliminary brain-behavioral neural correlates of anterior cruciate ligament injury risk landing biomechanics using a novel bilateral leg press neuroimaging paradigm,0.283556523332534
6,DIFFERENCES IN PRE-SEASON BIOMECHANICAL AND FUNCTIONAL OUTCOMES BETWEEN INJURED AND NON-INJURED FEMALE SOCCER PLAYERS,0.23807929589357688
6,Strength and Biomechanical Risk Factors for Noncontact ACL Injury in Elite Female Footballers: A Prospective Study,0.22579470701316345
6,Extended reality in musculoskeletal rehabilitation and injury prevention - A systematic review,0.21843688846131812
6,"Preliminary Report on the Train the Brain Project, Part I: Sensorimotor Neural Correlates of Anterior Cruciate Ligament Injury Risk Biomechanics",0.21336877995991627
7,Comparison of Knee Joint Proprioception and Balance between Soccer and Volleyball Players and Non-athletes,0.5919754679954454
7,Design and Implementation of Football Player Training Management System Based on Intelligent Image,0.5297969296673947
7,LAB-CONTROLLED SOCCER: A REVIEW OF SOCCER MATCH-PLAY SIMULATIONS,0.44119232978303907
7,Study on stress and motor fitness ability among married and unmarried soccer players,0.42870805370120957
7,A commentary on soccer match-play simulations for applied research and practice,0.3794542724103918
7,Bioelectrical Impedance Vector Analysis Discriminates Aerobic Power in Futsal Players: The Role of Body Composition,0.2110472548942054
7,Alternate Leg Bounding Acutely Improves Change of Direction Performance in Women's Team Sports Players Irrespective of Ground Type,0.20833257906518365
7,Biomechanical Characteristics of the Support Leg During Side-Foot Kicking in Soccer Players With Chronic Ankle Instability,0.2068147714010642
7,Biomechanical features of drop vertical jump are different among various sporting activities,0.20193872403802615
7,Incidence of calcaneal apophysitis (Sever’s disease) and return-to-play in adolescent athletes of a German youth soccer academy: a retrospective study of 10 years,0.1816482938501489
